Gene_ID,PSM_Rep1,PSM_Rep2,PSM_Rep3,ES_Rep1,ES_Rep2,ES_Rep3,MS_Rep1,MS_Rep2,MS_Rep3,DS_Rep1,DS_Rep2,DS_Rep3
ENSGALG00000000699,820.88944,693.47405,711.5879,822.349,803.477,1030.956,1033.4938,1073.863,1255.212,1354.176,1170.1639,1231.8355
ENSGALG00000000703,22.4135,27.8434,20.4657,24.4342,15.5311,15.4132,29.4133,21.9391,20.208,26.6068,26.86667,32.6176
ENSGALG00000000707,2706.88,2434.42,2661.89,3433.23,3228.48,4077.63,3516.76,3205.22,3857.18,2706.4,3154.66,3395.29
ENSGALG00000000708,4540.03,3867.37,4398.53,4017.75,5478.08,5301.22,5794.5,5689.13,6523.47,4062.48,5871.93,6653.86
ENSGALG00000000712,253,218.786,206.373,240.761,229,214.855,252,221.058,250,211.826,273.714,305.027
ENSGALG00000000713,1476.453,1856.559,2100.382,1990.669,2154.04,3405.36,3025.738,3431.5,3033.27,3274.99,2889.904,4286.1
ENSGALG00000000719,5332.13876,6332.51399,5730.42387,7279.38254,5234.87265,7528.1932,6016.66615,4658.9,5942.11198,6586.32636,6040.64079,5840.79495
ENSGALG00000000720,7.83384,10.923,5.89033,13.0251,8.53964,3.45313,10.5223,6.92082,5.52979,8.51394,13.9493,5.38229
ENSGALG00000000721,539.87,382,473.121,429,382,463,445.493,377.277,427.341,481,383.308,412.254
ENSGALG00000000722,0,0,0,1.53561,0,0,0,0,0,0,0,0
ENSGALG00000000723,1102.45,1226.75,1042.58,1072.94,1239.89,1303.38,1344.17,1288.1,1236.51,1028.71,1283.53,1365.64
ENSGALG00000000724,608,634,443.318,516,530,493,545,465,576,378,556,525
ENSGALG00000000726,4729.739,4625.996,4968.761,5845.378,5859.198,7005.159,6353.315,5733.269,6342.036,4516.192,6138.686,6441.776
ENSGALG00000000729,872.902,849.973,777.863,878.356,879.203,912.2092,1075.51,886.667,1125.64,806.022,939.68,960.83
ENSGALG00000000731,1.81369,4.19885,0,0,0,0,1.93135,2.80143,0,0,2.80497,0
ENSGALG00000000734,2567.2145,2428.9906,2607.8753,3039.391,2850.713,3535.1087,3036.6878,2818.662,3236.5061,2693.3163,2844.9982,3012.146
ENSGALG00000000736,23,22,27,17,22,36,22,20,14,41,28,32
ENSGALG00000000737,150.545,189,176,184,163,157,172,124,170,150.769,141,162
ENSGALG00000000740,359.70425,312.0003,373.0005,371.0001,307.9997,359.87806,393.00029,337.9996,382.99952,446.92685,362.85765,394.9996
ENSGALG00000000745,110.633,107.718,79.8178,127.078,132.995,120.351,119.224,127.515,152.445,93.4291,108.114,106.868
ENSGALG00000000747,270.45802,208.44236,285.27866,303.53629,290.87628,397.6772,336.85716,315.18967,350.90294,381.04759,335.0444,426.06238
ENSGALG00000000748,165.736,168.789,163.198,143.483,129.509,154.17,170.143,90.4375,121.405,190.741,142.629,128.594
ENSGALG00000000751,3290.34249,2712.0373,3405.4227,3771.261,3189.7686,4419.0118,3754.9125,3096.18793,3524.5115,3893.2972,3553.4984,3860.3563
ENSGALG00000000755,287.243,387.592,308.634,297.194,344.405,406.663,392.123,407.811,357.121,301.953,418.859,470.819
ENSGALG00000000761,1535.15,1653.89,1825.48,1561.9,1579.42,1435.5,1360.88,1120.28,1256.49,1140.09,1383.24,1413.53
ENSGALG00000000764,2467.9988,2077.9138,2433.5529,2689.9994,2168.7708,2814.7376,2403.912,2111.7937,2519.0041,2470.7787,2317.796,2377.7247
ENSGALG00000000769,94.2653,72.5291,68.1291,86.2068,79.2518,86.2039,68.6764,75.2162,77.8451,58.8836,48.1949,47.8631
ENSGALG00000000775,7.92243,2.73494,10.8989,12.957,5.16657,7.64613,11.1766,5.73355,7.32568,8.22302,10.7655,9.77906
ENSGALG00000000776,433.183,329.434,292.797,156.947,362.664,310.462,169.707,249.881,318.76,271.875,229.647,336.104
ENSGALG00000000777,2560.51,2842.15,2838.46,2723.87,3133.17,3368.91,3369.06,3019.34,3251.47,2965.96,3237.49,3415.84
ENSGALG00000000783,1.81761,2.68888,1.8175,2.59474,3,3,0,0,0.782745,1,0,0
ENSGALG00000000784,654.447,588.515,667.02,658.865,635.898,801.434,696.262,673.845,705.698,698.342,697.761,727.351
ENSGALG00000000785,290.9995943,247.9999,215,275,180,257,261,194.208,233.11273,303.9785621,222.999,288
ENSGALG00000000786,0,0,0,0,0,1.22212,0,0,0,0,0,0
ENSGALG00000000787,1438.55,1530.07,1510.52,1745.77,1187.33,2009.24,1234.41,1256.02,1798.72,2084.3,1197.65,1635.38
ENSGALG00000000788,0.5,1.5,0.5,0.5,2,5.5,1,2.5,3,1.5,2,2
ENSGALG00000000790,2991.24,2862.122,2983.2535,3274.01,3549,3890,3814.5,3375.29,3826.2,2672.998,3571.21,3599.91
ENSGALG00000000791,1526.49,1606.69,1358.73,1487.94,1533.81,1613.71,1757.25,1632.1,1739.3104,1387.02,1622.8093,1644.84
ENSGALG00000000793,2006.31,1380.81,1982.67,2432.35,1947.69,2952.53,2040.26,2062.65,2812.43,2383.68,1760.15,2221.99
ENSGALG00000000795,4.87973,0,6.7744,0,0,0,4.85988,4.41763,9.6891,7.71172,2.81551,0
ENSGALG00000000802,892.0005,680.9606,739.109,862.075,740.0002,824.0119,771,710,787.969,840.7739,730.0001,817
ENSGALG00000000803,0,0,0,0,0,0,1,1,0,0,0,0
ENSGALG00000000806,3,3,5.5,9.5,13,9,15,18.5,17,22.5,14,18.5
ENSGALG00000000808,13.54943,24.8117,14.9971,20.40140417,10.582,34,8.91242,7.58597,13.8393,17.6798,19.52522,11.48663
ENSGALG00000000811,2683.13,2654.7973,2725.8796,3171.33,2914.76,3469.815,3202.3544,2717.4719,3146.133,2485.5367,2886.075,3154.321
ENSGALG00000000812,6194.41181,5084.61,5665.49753,8205.64,6643.52,8872.53124,7860.26608,6514.97,8024.32746,5877.36,7529.97,7328.00068
ENSGALG00000000814,6605.45076,6810.311,7168.89998,7089.38914,7956.7009,9482.936,8589.30666,8372.1291,8753.067,6621.17694,8711.88234,9261.9
ENSGALG00000000816,462.084,564.74,572.351,456.686,565.655,665.742,704.46,604.028,611.711,470.296,622.639,760.178
ENSGALG00000000817,578.577,532.7,648.924,657.621,644.105,800.764,701.736,620.953,852.178,749.825,665.184,753.289
ENSGALG00000000818,109.49,151.504,109.309,127.21,93.5338,55.5211,177.875,32.8365,54.7769,55.4363,101.872,58.4549
ENSGALG00000000820,19.5,19.5,14.5,18,14,12,22,18.5,7.5,16,15,16
ENSGALG00000000824,49,21.1364,19.3194,43,11,13.6918,13.0613,9.1193,3.71382,7.6769,24,7.6641
ENSGALG00000000830,789.2822,814.9508,901.3044,717.7862,749.1088,961.066,818.7236,799.3754,880.9122,817.8657,791.0675,852.2763
ENSGALG00000000835,1869.74,1582,1891.57,2039.59,1925.22,2171,2053.27,1802.36,2196,1973,1960,2035.49
ENSGALG00000000836,169.043,140.261,154.822,154.873,140.258,220.557,180.166,162.651,192.42,289.96,194.012,218.372
ENSGALG00000000838,501.564,529.064,513.778,469.042,469.575,543.676,585.787,576.056,543.782,342.013,506.796,643.946
ENSGALG00000000839,402.433,443.561,420,308,183,184,192,122,130,92.1493,138.75,189
ENSGALG00000000843,1268.6946,1142.6171,1383.935,1016.473,1185.46,1315.879,1410.53,1357.7977,1568.477,1434.784,1344.538,1685.4022
ENSGALG00000000845,167.518,144.892,153.469,148.047,147.691,173.74169,155.435,176.976,177.649,138.157,193.197,192.776
ENSGALG00000000847,1318.4826,1304.0527,1303.3659,1362.1499,1585.6652,1618.61627,1583.9167,1477.0199,1572.5886,1155.84758,1497.8198,1647.8365
ENSGALG00000000848,3560.97,3983.15,3563.1,3442.52,3879.35,4015.38,4345.94,3542.91,4251.28,3592.87,3993.32,4297.1
ENSGALG00000000853,509.399,556.4809,525.9974,560.63941,484.5924,701.98193,600.0755,507.50501,625.59955,517.1184,546.35892,670.695
ENSGALG00000000855,1621.002,1573.005,1514.5145,1660.003031,1610.004,1829.9952,1806.998,1510.9991,1686.35,1230.2489,1697.995,1749.558
ENSGALG00000000856,1442.987,1588.966,1429.776,1429.4146,1559.19995,1788.451,1694.341,1543.093,1744.463,1614.193,1753.408,1701.20715
ENSGALG00000000857,2194.2261,1814.0767,1886.36507,1992.29438,1890.8296,2261.5295,2094.153,1917.2707,2347.22945,2188.6472,2002.2786,2205.5432
ENSGALG00000000862,1003,1085,1160.65,1025,1161,1343,1307,1273.93,1322.05,1046.03,1260,1405.94
ENSGALG00000000863,418.707,350.094,374.048,364.568,452.313,511.293,426.299,429.309,489.159,329.967,462.855,462.897
ENSGALG00000000864,921.9292,939.6291,857.0437,1026.0006,993.9044,1110.7058,1047.5162,896.2026,1038.8623,821.0437,989,1117.8341
ENSGALG00000000866,301.0003,178.8623,156.9999296,191.0001,117,169.0004,156.9099,171.3467,135,167,182.0002,218.1732
ENSGALG00000000868,271.20198,261.183,268.62618,310.11831,267.37082,336.456,279.03359,244.05984,319.991,353.59184,256.78037,310.4489
ENSGALG00000000870,44,34.00002,27.51607,33.94164,37.5693,57,37.32632221,37.74968,37.8378,38.83841,36.35134,53.0009
ENSGALG00000000871,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000000875,594.707,612.913,600.543,548.503,602.375,603.627,604.584,546.367,661.689,600.83,594.688,683.916
ENSGALG00000000881,150.892,145.815,194.538,160.938,144.749,242.901,164.027,164.155,153.215,126.43,172.065,196.569
ENSGALG00000000883,1326.74,1167.6,1263.59,1557.39,1247.47,1748.68,1491.13,1321.76,1516.83,1597.69,1506.77,1534.54
ENSGALG00000000884,1434.83,1392.94,1436.57,1700.04,1609.5,1828.28,1871.05,1674.86,1902.5,1477.31,1975.5,1871.19
ENSGALG00000000887,4.635712,4.208619,5.90944,3.235059,4.285501,4.000002,5.920671,1.103276,5.3548,8.92451,0,5.380961
ENSGALG00000000891,374.2644,319.8244,309.70231,446.64885,412.63281,587.81918,460.11464,425.0337,495.48435,438.98176,378.64844,417.52813
ENSGALG00000000892,0,0,0,0,0,0,0,0,0,0,0,3
ENSGALG00000000893,1.5,1,0.5,2,1,0.5,0,0,1,0,0.5,0
ENSGALG00000000894,4817.21,4083.36,4274.61,1154.04,1550.53,1608.48,1720.47,1893.23,1967.45,1897.76,2065.39,2093.17
ENSGALG00000000895,5362.35277,5438.9992,5366.98902,7091.16447,6714.24365,7900.20555,6633.4035,6169.65594,7043.68363,5441.68567,6165.07,6142.93
ENSGALG00000000901,0,0,0,0,0,0,1,0.5,0,1,0,0
ENSGALG00000000902,121.149,66.2508,121.402,72.2488,82.5289,96.5961,92.0002,83.8922,94.9637,67.2961,78.8199,85.3427
ENSGALG00000000903,1232.1904,1434.4063,1098.680017,1281.372,1229.640282,1533.739,1491.350265,1397.721,1417.13,1051.249,1310.480004,1394.192
ENSGALG00000000905,4275.37,4101.6078,4322.398,5759.9393,4537.2738,6565.9349,4673.9267,4390.7893,5628.4589,5471.1992,4448.1372,4739.541
ENSGALG00000000906,167.7796,191.0003,177.77028,157.5453,200.2853,204.38045,229.7662,185.1473,242.8344,198.9997,242.0003,222.0002
ENSGALG00000000907,7329.728,7589.792,6946.012,8147.918002,7757.229,9203.6914,8411.312,7209.533,8015.443,6166.804,7767.537,8261.718
ENSGALG00000000908,373.939,341.85,334.011,419.155,388.578,417.197,494.499,378.865,504.398,374.638,451.285,478.448
ENSGALG00000000909,2.05306,4,5,4.52799,6,7,6,1,7,0,5.30012,5
ENSGALG00000000911,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000000913,567.1606,494.9405498,520.9383008,675.0906003,641.5361826,805.5094,703.5105,708.0188,676.9545,446.4150504,677.7132,751.5806
ENSGALG00000000914,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000000918,11.3443,14.2484,12.0909,35.0705,31.7639,46,41.0463,26.3467,45.7048,24.6217,46.0059,28
ENSGALG00000000919,1,0,0,0,0.0875663,1,1,1,0,0,0,0
ENSGALG00000000920,1242.75,320.437,1001.54,1004.85,370.761,542.032,469.2,105.826,185.422,320.478,423.346,344.971
ENSGALG00000000927,474,486.52,485,460.375,539,470,526,497,394.101,314.176,508,545
ENSGALG00000000934,262,266.637,274,244,269,275,262,231,271,211,279,306
ENSGALG00000000943,967.408,912.282,994.759,796.229,858.793,853.475,937.271,896.869,925.863,1025.13,881.248,959.675
ENSGALG00000000944,659.248,691.598,767.916,857.168,752.927,951.332,807.437,665.617,750.234,706.92,835.505,762.647
ENSGALG00000000946,786.99987,817.3869,760.00008,1056.99965,673.04555,1088.99998,835.00002,598.50663,704.0001,893.00009,738.95479,759.00004
ENSGALG00000000949,24,23,6,13,17,13,21,12,6,22,14,13
ENSGALG00000000950,1744.03728,1497.98659,1514.4571,1678.05547,1640.9982,1804.1398,1800.5334,1583.6625,1764.41375,1777.633,1729.15337,1857.32563
ENSGALG00000000955,597.979,453.014,591.171,664.726,570.668,714.729,658.466,607.131,743.521,690.954,627.928,650.204
ENSGALG00000000962,515.308,372.111,489.238,584.591,516.99,548.656,432.493,429.863,644.452,543.565,476.246,448.71
ENSGALG00000000966,372.233,282.18,394.853,339.819,351.423,434.466,350.489,344.677,399.85,513.303,416.506,408.252
ENSGALG00000000972,449.85007,453.833,519.9474,781.24,732.3175,855.161,866.8081,634.0269,668.33352,656.73487,828.182,786.87832
ENSGALG00000000975,452.9131,504.9996,431.6103,616.0103,678.0003,682.3031,718.4434,683.0003,751.546,561.9997,666.0254,716.9995
ENSGALG00000000977,661.218,795.999,787.244,817.426,914.266,1081.79,880.34,815.89,863.127,772.703,797.747,953.066
ENSGALG00000000978,557.30409,612.8241,729.1775,657.5819,824.3073,881.4758,907.0627,915.1296,860.76127,642.1165,803.71026,949.49686
ENSGALG00000000980,811.613,813.83,717.778,699.659,733.688,863.93,884.091,767.075,892.005,756.103,863.862,818.74
ENSGALG00000000988,6108.514834,6110.027,6859.026172,6637.980274,6694.07354,8399.46,6944.902,6751.58,7619.220081,6816.331,6313.3332,6993.941
ENSGALG00000000990,10355.32,10277.098,12098.132,11173.701,12310.697,15813.407,13163.014,12549.122,12848.936,9953.737,12669.146,13410.756
ENSGALG00000000991,1152.13,1045.51,1127.91,1255.21,1219.5,1529.48,1256.86,1121.58,1368.45,1096.3,1103.92,1162.93
ENSGALG00000000993,1937.003,1768.9957,1497.004,1706.0005,1723.0045,1795.9978,1840.9962,1589.0008,1953.1853,1548.9993,1716.0015,1868.9975
ENSGALG00000000994,8.5,6,14,11.5,6.5,11,3.5,9,10,10,6.5,5.5
ENSGALG00000000996,3574.88,3552.9,3608.18,2772.737,3738.55,3404.7,3793.8,3874.62,4054.06,3374.03,3894.86,4159.14
ENSGALG00000000997,603.492,616.63,717.542,498.3522,708.488,848.971,846.158,781.934,709.597,538.241,788.46,833.635
ENSGALG00000000998,576.9997,501,529.64853,550.0001,568.9998,658.8972,608.0003,555.4218,696.22571,564.1342,580.8625,629.00032
ENSGALG00000000999,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000001000,15020.6,14763.6,14176.7,17794.1,17576.1,20575.8,16966.2,17701.8,20364.5,14416.2,16367.9,17192.3
ENSGALG00000001003,855,768,927,836,832.733,924,964,830,913,793,846,1005
ENSGALG00000001006,119.694,131.385,157.04,56.6415,108,110.818,108,82.9471,99.8373,122.999,55.5762,111.249
ENSGALG00000001013,863.474,870.28,835.544,839.336,805.259,970.393,1025.37,795.97,1024.56,948.005,957.572,922.042
ENSGALG00000001014,235.963,253.417,219.798,324.881,259.62,433.576,299.267,312.475,351.552,261.704,269.163,323.79
ENSGALG00000001017,357.893,323.6297,364.9716346,335.7769,342.5521,420.0742,419.1881,372.3213,381.4701,406.5212,400.3923,476.5724
ENSGALG00000001019,765.412,653.679,753,826.838,677.331,820,698.619,636.313,892,921.16,620.985,771.324
ENSGALG00000001021,325.162,196.069,108,189.942,80,53,147,33,31,24,100,129
ENSGALG00000001022,1092.4,1083.16,1072.13,1145.73,1076.94,1390.49,1151.92,1046.49,1314.45,1176.47,985.6,1144.15
ENSGALG00000001024,3049.163,3202.719,3051.9024,2700.267,2859.5218,2856,3327.7957,2745.206,2889.6968,2892.459,2980.619,3147.0657
ENSGALG00000001025,377.338,310.752,344.541,358.365,349.994,440.303,406.412,325.851,424.737,287.082,403.854,423.389
ENSGALG00000001028,158.627,148.5648,174.8684,111.623,74,121,104.31607,139.9996,113.862,135.262,119.7981,156.8304
ENSGALG00000001030,578.008,479.669,501.088,518.459,481.523,526.037,471.771,412.065,546.964,524.561,481.803,514.662
ENSGALG00000001031,47.2978,59.2771,62.082,32.3794,41.6395,44.5108,41.4556,54.6141,60.1527,45.7355,52.144,58.1399
ENSGALG00000001034,886.3992,901.1827,843.32698,995.693,1023.2749,1216.786,1251.1342,1141.172,1327.37,996.724,1133.5889,1264.271
ENSGALG00000001035,5.60427,4.36503,6.41432,5.66708,1.2786,0,1.50649,5.97372,9.86547,3.06669,0,0.460465
ENSGALG00000001036,1693.98845,1562.491,1639.66993,1664.2115,1641.1,1886.3014,1641.82729,1598.386,1819.39871,1487.985,1659.283,1757.42639
ENSGALG00000001037,311.102,277.421,315.734,325.376,323.529,370.306,351.325,373.099,382.493,282.846,374.517,381.267
ENSGALG00000001038,332.401,237.176,225.88,215.212,139.031,155.214,184.012,152.932,174.058,167.439,217.127,208.75
ENSGALG00000001042,1105.12948,1000.19,1167.5984,1030,1022.69,1123.0006,1097.0027,985.381,1252.4039,1230.79464,1091.8099,1143.7373
ENSGALG00000001043,1866.694,1714.332,1860.575,1777.729,1929.183,2137.18,2027.21,1904.738,2130.18,1931.354,2030.091,2247.17
ENSGALG00000001046,2221.451606,1975.9872,2234.8183,2324.605853,2255.474202,2856.91199,2619.7688,2281.879,2615.9828,2200.3591,2520.8189,2573.0652
ENSGALG00000001048,1189.92,858.266,736.299,1203.25,712.335,852.988,821.779,718.635,826.377,948.421,774.753,961.598
ENSGALG00000001049,212.23614,242.31276,217.8513213,261.10773,228.96718,242.42309,295.43213,220.5585,228.9195,264.41865,245.15283,238.29355
ENSGALG00000001051,356.98,404.214,319.609,337.458,346.6,356.125,384.044,274.094,339.188,311.341,327.779,369.729
ENSGALG00000001054,2877.003,3050.996,2765.993,3086,2929.003,3470.98,3266,2822.996,3184.988,2562.988,2949.002,3195.98
ENSGALG00000001055,2046.37,1987,1731.22,1860.6,2097,1973.93,2096.86,1726,2175.81,1695,1922.96,1772.48
ENSGALG00000001056,85.8203,51.4218,52.8465,58.3643,62.7208,72.54789,70.25924,65.7301,62.909,58.1485,81.6984,58.7249
ENSGALG00000001058,345.458,321.696,368.113,288.536,302.462,291.937,285.79,240.526,303.617,327.579,335.207,277.393
ENSGALG00000001062,19,8.5,17,13.5,10.5,22,15,16,17.5,27,18,29
ENSGALG00000001067,953.167,889.658,918.199,1051.95,984.339,1158.1,1101.29,1265.1,1183.41,976.54,1229.51,1210.46
ENSGALG00000001073,1034.4973,690.8088,562.6551,1233.0221,947.0944,1383.619,1062.853,1228.6197,2079.587,2066.775,1377.0928,1500.693
ENSGALG00000001076,572.132,395.733,596.038,440.33,396.3,405.088,439.999,390.346,485.436,553.352,426.43414,493.3102
ENSGALG00000001078,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000001079,0,1,1,2,2,0,0,3,3,3,1,2
ENSGALG00000001080,6.57808,5.82372,4,17.875,11.6787,13.6093,22,16.6935,15.8582,7.76645,9.59767,10.7541
ENSGALG00000001081,0,0,0,0,0,0,0,0,2.33317,0,0,0
ENSGALG00000001084,0,11.6262,8.20789,16.086,13.3396,23,23,8,21,12.4253,11.385,9.63821
ENSGALG00000001091,0,0,0,0,1.01889,0,0,0,0,0,0,0
ENSGALG00000001093,4084.77,3897.884,5032.54625,4872.87843,5021.703,6652.265,5321.912,5487.201,5727.951,5901.603,5199.18139,5854.199
ENSGALG00000001094,315,253.816,338.218,515.587,660.903,997.85,761.532,943.468,927.166,715.874,821.188,870.753
ENSGALG00000001096,1002,1056,1093,1485.99,1210.99,1500.97,1404,1101.99,1308.99,1187.99,1189.99,1265.99
ENSGALG00000001097,49.2886,25.5387,12.3988,12.9094,0,0,0,12.3452,12.4008,0,0,0
ENSGALG00000001099,2839.4422,3209.832655,3643.935437,2797.9765,3283.059,4121.24458,3550.8574,3913.648908,3515.348099,3055.343731,3472.4381,4269.351
ENSGALG00000001101,7943.71,8455.88,8195.24,8828.88,9108.879,10753.3,9953.62,9266.48,10568.01,9122.34,9844.13,10418.71
ENSGALG00000001103,5183.47927,6382.08656,5353.9446,6562.8971,6296.36932,7379.8123,6645.86067,5561.13049,6864.28662,6925.56045,6593.05912,6530.38108
ENSGALG00000001106,54.723,39.4655,37.9729,60.4798,39.4633,50.701,41.9673,35.2532,74.5096,67.2606,66.2451,42.8141
ENSGALG00000001107,1254.15,1387.93,1307.08,1336.59,1418,1630.42,1561.73,1393,1497,1180.67,1450.49,1601.66
ENSGALG00000001108,71.5925,78.9795,74.8013,109.465,75.0425,108.984,67.9058,56.1566,70.5188,68.9857,88.4369,68.4211
ENSGALG00000001109,90,116,106,113,159,282,219,144,206,157,227,195
ENSGALG00000001110,571.681,578.577,624.175,562.121,633.161,739.645,657.283,570.616,654.083,522.359,647.259,630.862
ENSGALG00000001111,18.685,26.0209,36.8658,23.33,22.1453,25.5531,37.4648,18.8532,11.7644,19.3513,15.4528,30.0023
ENSGALG00000001115,7,10,6,2,4.84114,7,4,12,4,0,2,6
ENSGALG00000001117,261.643,194.377,206.109,224.475,198.362,288.162,217.41,179.262,277.04,302.48,220.706,229.448
ENSGALG00000001118,2905.9656,2764.219894,2628.48741,3470.1339,3546.0531,4350.9577,4635.648,4539.5622,4698.9021,3732.0196,4866.4879,5000.1894
ENSGALG00000001121,1501.11,1410.2,1443.05,1757.19,1569.38,1938.2,1696.46,1652.24,1754.6,1589.46,1568.55,1789.61
ENSGALG00000001122,10,12,4.33978,9,7,7,7,1.44171,5,4.58669,1.50154,7
ENSGALG00000001124,13.98419,19.76764,11.37134,19.09717,11.09546,17.847471,23.99208,27.09323,25.2681,59.9603,126.4846,73.96741
ENSGALG00000001126,2116.86,2301.163801,2375.7,2417.4201,2650.89,2933.450001,2715.84,2601.0312,2952.52,2069.04,2610.84,2722.95
ENSGALG00000001130,93,77,95.7698,64,54.7156,92.8814,84,101.999,53.0215,125,130.291,147.548
ENSGALG00000001132,0,0,0,0,1.92221,2.37996,2,1,2.51006,0,1.40958,2
ENSGALG00000001136,96.3163,127,123.568,409.503,496.184,720.886,710.42,678.329,776.241,425.365,662.835,603.317
ENSGALG00000001141,30.99998,39,59.99997,388.2125,422.7928,654.0002,675.7574,734.3185,964.522,714.819,892.9274,803.0035
ENSGALG00000001143,828.624,823.877,721.511,941.004,746.079,1061.761,953.125,1066.006,1034.075,912.475,1025.621,1069.666
ENSGALG00000001144,637.65586,579.22935,616.6573,608.06224,675.99149,748.30544,682.15134,580.63003,754.29291,715.8172,648.78882,710.1
ENSGALG00000001146,245.1,167.309,172.522,225.174,173.966,157.164,233.238,154.19,224,183.312,264,189.866
ENSGALG00000001149,15.9165,3.79858,12.0194,7.43008,2.04876,0,0,0,3.052,2.5036,0,2.83203
ENSGALG00000001153,898.469,981.719,1354.918,865.786,854.725,1228.315,871.892,974.053,975.53,1004.432,771.79,1293.588
ENSGALG00000001156,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000001157,927.4477,831.6176,975.9721,840.606,872.7449,1077.995,1095.5024,956.3402,1029.571,842.3581,1032.3312,1133.8667
ENSGALG00000001158,467.7305,393.9296,503.9333,485.026,427.7944,642.0053,538.60899,412.9183,518.0662,520.3912,537.4496,620.1295
ENSGALG00000001160,413.306,306.463,438.857,336.563,314.57,409.944,293.975,271.381,372.275,324.459,321.569,366.803
ENSGALG00000001161,1123,1156,919.477,788.591,673.312,943.197,1031,1060.16,807,532.9918,895,1012.99725
ENSGALG00000001163,447.909709,313.15488,394.6331601,463.77895,403.99433,467.8619,444.7226554,426.7585067,510.119254,393.3374316,420.8672229,522.0809878
ENSGALG00000001165,582.156,525.508,489.524,618.136,588.428,625.376,658.389,567.602,687.55,573.734,616.666,586.731
ENSGALG00000001167,0,0,0,0,0,1,0,0,0,0,0,0
ENSGALG00000001168,2015.8839,2085.255,2073.655,2350.9156,2154.7468,2646.4206,2116.667,1862.0038,2306.0597,2353.7018,2110.548,2132.168
