Gene_ID,PSM_Rep1,PSM_Rep2,PSM_Rep3,ES_Rep1,ES_Rep2,ES_Rep3,MS_Rep1,MS_Rep2,MS_Rep3,DS_Rep1,DS_Rep2,DS_Rep3
ENSGALG00000021676,413.457,392.701,366.659,483.369,468.584,687.897,539.075,527.26,594.356,415.456,417.732,541.146
ENSGALG00000021679,2020.99929,1558,2225.00082,2094.0024,2117.00488,2631,2273.99841,2098,2408,2057.00009,2215.00221,2302.0003
ENSGALG00000021683,1614.0009,1668.9977,1485.0042,1908.9955,1985.9959,2257.0026,2234,1811.9963,1990.9955,1455.9993,2060.0021,2059.002
ENSGALG00000021685,174.44603,127.62905,139.036,177.01019,116.70611,176.71369,163.265,135.384,159.88206,178.8181,161.22538,141.25905
ENSGALG00000021686,15,12,18,22,15,37.9595,30,15,26,23,21,23
ENSGALG00000021688,589.99969,636.9996,522.0004,685.81603,601.0001,715,693.0003,534.9996,633.2845,724.00024,597.0001,601.00019
ENSGALG00000021692,743.555,1010.7,818.657,1230.91,815.721,1644.27,1002.33,1114.93,1282.81,1406.51,856.876,1183.68
ENSGALG00000021696,8.36619,7.8719,8.41413,8.59217,6.58844,6.96361,15,6.67769,19.9002,12.6713,4.82228,17
ENSGALG00000021843,624.5316,726.6577,578.7873,652.7726,656.2062,770.232,725.7976,723.3496,665.2897,566.5247,676.6188,733.8309
ENSGALG00000021848,1,0,0,0,0,0,0,0,2,0,0,0
ENSGALG00000021855,14.8196,21,16.9655,16,16.9811,22,23.3986,21.2077,14.8572,20,20,23
ENSGALG00000021867,0.778737,1,1.92401,0,1,0,1.9194,0.807834,1,1.48272,1,4.56462
ENSGALG00000021869,17.5,20.5,25.5,23,15.5,26.5,23.5,12,17.5,11.5,17,25.5
ENSGALG00000021883,124.476,135.931,102.122,100.483,136.576,101.514,183.117,103.829,161.333,125.061,143.989,109.657
ENSGALG00000021884,5.79034,4.19879,4.45874,0,2.20497,0,5.51459,3.28492,1.04568,4.65352,0.322574,4
ENSGALG00000021897,77.2587,83.5201,78,137.385,106.513,168.526,155.943,134.372,138.107,108.492,113.44,162.607
ENSGALG00000021972,1345.5596,1010.7309,1108.92248,1217.5622,1070.99496,1449.9091,1425.8067,1267.303,1492.7355,2183.28829,1610.139,1528.7319
ENSGALG00000022030,133.765,78.4644,123.009,109.17,85.9011,136.402,116.872,85.7117,121.742,149.994,110.655,120.346
ENSGALG00000022137,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000022149,46.8957,47.7841,40.9431,29.7862,26.7079,56.3941,40.4193,40.003,14.8555,72.7823,31.7051,53.1083
ENSGALG00000022166,404.816,314.691,380.51,466.688,387.548,456.231,354.564,289.769,462.238,507.676,335.173,363.938
ENSGALG00000022206,0,0.00373663,0,0,0,0,0,0,1.03925,0,0,2.05585
ENSGALG00000022440,2.04756,8.09927,4.00594,19.0358,1.7867,19.2737,8.12331,14.7855,15.3886,22.5177,5.53362,19.343
ENSGALG00000022531,93,66,83,81,86,99,83.7492,115.779,121,111,88,116
ENSGALG00000022536,26.4624,33.9378,18.4967,23.4474,14.0052,28.0834,20.4493,30.5415,65.7887,84.3779,16.0653,52.7773
ENSGALG00000022557,718.941,785.203,604,646.073,314,471.358,332.673,241.511,384.494,667.616,362.442,447.405
ENSGALG00000022586,12.3261,6.09763,2.27072,16.2414,0,4.37487,7.62527,1.11566,5.62053,4.3804,6.21018,4.64209
ENSGALG00000022622,1201.532,879.619,1529.585,1205.252,1389.315,1792.844,1302.807,1189.758,1627.399,1540.589,1529.885,1394.954
ENSGALG00000022644,0,0,0,0,0,0,0,0.343114,1.85497,0.633472,0,0
ENSGALG00000022696,5.08137,4.85966,13.0203,0,6.97024,1.88469,1.00596,11.8397,1.85825,0,6.93884,0
ENSGALG00000022702,1,0,0,0,0,0,0,3,0,4.32559,6,14
ENSGALG00000022704,13.3098,9.83735,4.3657,5.15487,4,4.67865,9.00367,8.29414,12.2251,10.6831,9.04736,7.7654
ENSGALG00000022718,9.5,7.5,14.5,11,9,15.5,14,16.5,18,18.5,13,22
ENSGALG00000022720,33.6991,31.7142,10,28,17,15,18.5404,9.06482,26.7075,20,31.0049,21
ENSGALG00000022733,135.9433,97.6182,94.4655,130.8643,69.60762,103.435,86.0057,90.73422,94.0957,100.4664,99.9132,90.1963
ENSGALG00000022739,479.476666,507.4808972,491.176,515.63496,578.413,765.1830149,652.792395,667.675112,616.522205,493.6950004,668.621,792.1822437
ENSGALG00000022750,2,3,3.51825,2,0,0,0,0,0,2,1,5
ENSGALG00000022751,0.405913,0.503759,0,0,0,1,0,0.761762,0,0,0,0.380877
ENSGALG00000022758,77,119,94.2275,113.581,89,105.236,106.63,69.3767,102.967,124.97,94.6375,89.6492
ENSGALG00000022762,1,1,1,2,2,5,3,3,0,0,2,4
ENSGALG00000022787,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000022802,1669.06,1662.66,1329.37,1815.82,1814.96,1853.17,1707.43,1399.28,1945.85,1491.45,1581.77,1700.17
ENSGALG00000022804,958.238,1024.61,945.877,871.643,996.471,1091.56,1046.6,1025.71,985.318,783.269,1027.67,1158.08
ENSGALG00000022813,503.031,647.027,478,821,821.718,963.833,794.056,719.916,828.764,755.168,747.824,818.403
ENSGALG00000022815,0,0,2,1,0,1,0,0,0,0,0,0
ENSGALG00000022819,188,171,332,270,489,330,211,130,155,70,127,91
ENSGALG00000022827,0,0,0,0,0,0,0,0,0,0,0,1
ENSGALG00000022850,387.3,327.659,377.621,441.675,371.016,504.731,391.81,360.014,449.12,499.207,360.022,410.124
ENSGALG00000022866,159.619,208.311,147.854,79.2495,145.539,150.548,174.564,198.566,215.723,142.929,209.053,265.364
ENSGALG00000022871,16.4249,20.6372,23.8434,14.1902,9.94353,24.1709,15.4836,12.9201,15.7477,22.2844,23.3389,18.6233
ENSGALG00000022874,385.586,357.125,406.934,391.383,382.617,492.027,401.007,385.6,365.05,261.536,367.828,394.635
ENSGALG00000022875,59.3545,39.390391,17.93607,25.0498,12.20177,21.04362,18.3071323,19.71212,42.41782,15.88749,19.82781,25.78888
ENSGALG00000022882,519.765,565.267,642.117,698.425,720.93,883.456,953.259,811.898,889.905,757.034,1044.5,1077.38
ENSGALG00000022887,301,257.5,439.5,249.5,256,229,155.5,123,131.5,96,97,96.5
ENSGALG00000022891,410.7186,433.8681,466.4094,546.0006,486.0753,605.0002,456.8557,592.9997,615.2715,619.0003,441.0055,567.9993
ENSGALG00000022896,2.02901,12,3.88628,8.05438,4,2.31918,2.29206,9.87411,2.94254,17.3506,18.1697,9.1508
ENSGALG00000022901,12.1501,3.33109,5.45483,6.86286,8.99341,14.02,11.5277,9.65218,16.3928,11.4076,8.84987,12.3876
ENSGALG00000022909,104.23571,94.7906,73.99997923,90.6828,97.9567,80.3949,100,117.121,107,69,120.9997726,130.9869
ENSGALG00000022920,916,876,862.825,950,861.86,1114.92,948.815,860.601,1084,1167.00454,965.254,1051.1
ENSGALG00000022926,592.898,566.169,642.582,509.752,663.654,590.447,662.302,651.752,557.657,722.714,548.423,655.463
ENSGALG00000022939,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000022950,666.335,743.392,709.727,1187.84,954.53,1409.16,1108.42,948.122,1310.42,928.531,917.828,1163.4
ENSGALG00000022955,87.9173,86.835,96.049,92.8073,83.3406,93.3776,92.3136,79.377,110.646,70.1896,71.9922,109.206
ENSGALG00000022976,1,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000022980,734.313,451.656,556.073,719.897,591.959,789.709,778.081,763.852,841.41,745.478,854.081,808.605
ENSGALG00000022991,378,493,399,460.754,372,575.247,505.787,410.543,483.932,448.78,438,496.316
ENSGALG00000023015,2.61041,2,1,1.94448,1.85858,0,0,0,0,0,2,1
ENSGALG00000023023,65.4117,61.4667,39.3695,29.6811,39.4835,87.3892,67.3112,53.7221,59.0478,49.8876,90.6071,75.2263
ENSGALG00000023025,65,49,45.0008,62.4545,71.204,78.4622,63.7803,74.0392,100.6,134.986,73.5823,64.3058
ENSGALG00000023032,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000023036,33.0302,32.1989,48.2548,18.488,26.3985,29.0295,19.9317,37.9306,33.3069,35.693,19.6373,35.8923
ENSGALG00000023044,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000023066,3662.788,3332.617,3355.277,4031.9967,3874.401,4018.898,3970.978,3907.881,4376.4636,3539.472877,3613.306,3319.216
ENSGALG00000023070,37,12,0,5,0,0,0,0,0,0,0,0
ENSGALG00000023083,39.1156,31.6313,18.6476,38,25,21.9868,40,20.5727,26,54,46.4143,35
ENSGALG00000023089,143,176,187,200,240,259,347,394.99966,320,304.99975,341.00041,321
ENSGALG00000023099,84.8783,60.7492,32,73.6442,26,9.89638,15,4,8,5.8274,7.47666,15.4174
ENSGALG00000023113,1.16145,0,0,0,0.829351,1.04333,0,0,0.145834,0,0,0
ENSGALG00000023114,0.687416,2,2,0,1,0,6,5,6,13.6786,8,7
ENSGALG00000023120,273.43813,236.54218,195.9033,192.0256,176.04786,201.18166,184.7151,151.67219,122.1535,175.97074,181.59913,183.38482
ENSGALG00000023122,11.3483,14.2161,3.18394,10.9488,0,3.27066,1.07004,0,0,1.02922,5.12384,0
ENSGALG00000023131,361.546,334,294.364,484.374,384.671,602.059,451.084,503.935,685.974,700.806,436.199,553.016
ENSGALG00000023135,1518.05,1654.74,1410.08,1851.12,1886.8,2045.94,1989.73,1698.37,1949.6,1316.4,1796.81,1900.01
ENSGALG00000023142,68,34,32.5089,63,34,38,44,50.162,56,47,31,52
ENSGALG00000023157,771.88389,713.56475,575.616,821.34676,687.14097,738.3892,738.84626,776.3468,732.4255,631.41527,789.7431,798.25474
ENSGALG00000023172,28.8681,24.933,28.1787,31.1698,11.4331,16.3181,10.5457,16.6748,7.39378,14.51,7.69245,8.84431
ENSGALG00000023179,0,1,0,0,0,0,0,0,0,1,0,0
ENSGALG00000023188,521.926,604.751,552.93,603.166,671.91,791.211,766.692,670.489,759.902,681.609,780.833,872.889
ENSGALG00000023189,520.764,695.4,668.055,779.963,742.683,1116.84,1001.86,841.609,761.499,741,976.747,1050.01
ENSGALG00000023191,556.9996,414.0001,499.9995,719.9999,597.0001,813.0003,644.9997,535.0003,685,461.0003,610.0002,586.0001
ENSGALG00000023193,353.418,330.427,444.037,357.195,332.8855,378.036,378.876,300.658,353.577,448.8696,321.9966,356.086
ENSGALG00000023195,31.0903,40.7747,17.7847,22.8802,7.60922,8.21058,9,2,4.28243,2,4.62031,9.48263
ENSGALG00000023199,8075.5265,8316.3775,8717.7243,10155.3062,8696.1454,12753.5034,9224.9393,8468.29,9938.6678,9822.2454,10037.3477,9641.3961
ENSGALG00000023237,31.3544,25.3213,27.3703,18.5541,23.9499,28.3937,20.0803,13.2221,29.8187,29.8405,25.6105,27.2091
ENSGALG00000023243,240.5,203,241,215,239,266,237.5,256,268,211,264,254
ENSGALG00000023256,714.0003,717.0002,783,742.9998,815.9998,1030.0001,794.9997,789.9972,945.0004,679.9997,826.0001,878.0001
ENSGALG00000023266,7.16039,38.77,24.02010007,19.270213,17.1912,19.29063,28.0937,21.2722,30.90105,57.9168,35.9482,34.7895
ENSGALG00000023279,385.001,343.961,309.173,295.8814,230.9979,294.0053,298.8149,251.1548,270.5266,333.6804,290.3958,304.1837
ENSGALG00000023294,28505.3041,24846.8285,28736.3167,27184.6485,24452.0681,29010.3478,27775.1783,23739.8626,28662.2315,29739.5032,26161.5461,27192.9233
ENSGALG00000023296,952.0529,488.3831,333.3074,393.4621,245.8879,297.9314,336.1755,282.5915,427.8143,292.3153,204.35011,194.75338
ENSGALG00000023303,1.02566,0,1.86574,10.2167,7.87411,16.6634,8.11318,7.03718,14.0888,91.6863,14.1389,37.2871
ENSGALG00000023308,52.7975,69.7453,67.9665,114.784,41.6965,121.252,62.2488,65.5927,81.7529,143.377,76.7564,71.6322
ENSGALG00000023335,1719.73394,1992.64851,1789.74903,1956.295,1875.7924,2353.3816,1915.5981,1921.69,2175.4461,2113.1468,1807.85294,2142.47797
ENSGALG00000023338,678.827,514.488,781.434,673.673,672.728,844.586,639.441,545.432,670.4,628.877,649.706,672.069
ENSGALG00000023347,48.924,53,29.75456,101.6813,87.5647,97.1508,44.4647,57.3321,85.3209,48.1727,51.6444,66.08406
ENSGALG00000023348,121.539,131.27,112.422,165.038,97.4625,175.564,109.048,140.582,154.953,177.886,102.27,90.2397
ENSGALG00000023354,12.4452,6.58829,0.27341,2,5,2.25596,10,6,2.41866,3.29213,7,6
ENSGALG00000023355,19.7699,12,14.8039,13.7709,11,19.8502,14,13.3387,9,7.84396,10.8095,18.653
ENSGALG00000023359,7,10,10.7253,30,23,49.8842,47,51,53.2771,109.498,69.197,74.7813
ENSGALG00000023364,970.9996,955.106,768.0141,1343.646,852.0005,1178.0245,1065.00016,774.6585,892.9925221,1013.198,934.9996,1097.9063
ENSGALG00000023379,470.853,504.95,378.935,367.952,321.92,293,328.413,385.364,244.93,184.972,335.703,283.03
ENSGALG00000023395,6.54055,8,10.87353,14.00003,8.000005,10.2314,9,6.31903,7.999996,10.2223,0,21
ENSGALG00000023396,6.60153,10.1956,3.31753,3.42917,3.31625,17.1163,0,6.61159,6.63591,13.5994,0,16.679
ENSGALG00000023407,290.271,202.152,219.325,302.367,277.904,332.981,377.347,340.345,336.609,197.795,365.556,372.326
ENSGALG00000023411,6,6,4,1,1,2,2,0,0,0,0,0
ENSGALG00000023415,2,4.76821,1.5398,0,0,1,0,1,0,0,0,1
ENSGALG00000023419,589.078,428.597,725.949,473.456,505.625,710.998,529.109,592.439,747.881,998.991,917.396,946.503
ENSGALG00000023420,243.952,231.701,216.946,391.289,191.132,415.309,202.317,220.338,370.594,416.749,154.385,299.729
ENSGALG00000023435,340,370,135,290,242,257,208,270,266,211,275,252
ENSGALG00000023436,1.68966,0,5.39292,1.34008,2.3784,1.05415,4.92675,3.01616,4.6584,2.90884,4.11674,1.4866
ENSGALG00000023437,43.0126,36.9642,18.8139,32.767,27.1226,33.3601,32.4263,37.1495,46.5507,53.9605,39.8507,34.7745
ENSGALG00000023439,0,0,0,2,0,1.38066,0,0,1,1,2.6577,2.27986
ENSGALG00000023440,1444.314,1560.212,1524.162,1729.033,1815.148,2173.367,2015.866,1875.89,2009.018,1460.605,1942.809,1973.613
ENSGALG00000023443,1191.206,1324.213689,1110.004212,1084.830246,1224.031216,1265.24459,1334.583678,1284.759233,1101.574838,944.423626,1206.18247,1279.217229
ENSGALG00000023444,412,381,411,335,291,482,391,385,453,401,444,423
ENSGALG00000023451,1834.93,1822.78,1416.12,1804.29,1761.96,1817.62,1927.71,1548.29,1951.57,1539.66,1753.05,1800.33
ENSGALG00000023454,8.12578,10,3.05954,5.09639,4.18372,3.13431,4,4.30048,1,2,7,0
ENSGALG00000023464,181.377,141.715,276.686,214.413,207.064,283.154,257.487,210.271,247.189,251.681,255.31,229.381
ENSGALG00000023468,102.888,63.7702,102.354,93.3861,90.0561,116.831,88.52,96.1819,121.019,120.503,113.93,139.826
ENSGALG00000023472,142.46995,100.99996,96.00002,231,76.00004,110.00018,151.99974,108,93,118,82.99996,106
ENSGALG00000023490,7,5,4,5,7,13,18,11,13,5,5,4
ENSGALG00000023497,2.94442,1.47339,0.123024,3.54244,1,4.54863,4.11319,5,10.482004,7.9527,1.20349,4.93913
ENSGALG00000023503,0.5,0.5,0,0,0.5,0,0,0,0.5,0,0,0
ENSGALG00000023506,135.532,91.2674,144.973,140.282,138.876,161.226,112.4,117.38,116.536,132.643,98.5696,116.018
ENSGALG00000023510,4464,4598,4237,4935,4995,5948,5548,4839,5401,4566,4997,5363
ENSGALG00000023517,170.308,115.555,97.887,142.966,121.584,132.57,80.6823,80.9349,129.946,140.381,107.748,91.7016
ENSGALG00000023521,25.2907,33.2912,36.8994,24.8839,22.9225,9.65008,21.0839,40.5062,57.138,18.9882,58.7,46.0464
ENSGALG00000023526,1,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000023531,10.8545,0,2.317,5.52521,0,0,0,2.41417,4.46676,5.54466,0,3.32299
ENSGALG00000023541,55.0084,61.54515,31.9355,96.9936,44.192,90.4252,48.9138,71.4794,128.9055,135.1734,61.6515,84.0851
ENSGALG00000023542,333.52764,328.1054,345.9724,455.0031,402.3392,567.1192,374.8608,426.844,517.8524,794.60642,403.1104,519.8663
ENSGALG00000023546,770.152,647.964,761.55,889.212,870.238,1090.25,940.486,898.462,1007.97,797.594,913.912,945.768
ENSGALG00000023547,1336.78,1484.64,1626.47,1851.47,1578.08,2481.46,1796.43,1950.83,2177.16,1839.26,1617.32,2214.77
ENSGALG00000023552,14.7832,12.0669,5.05724,11.1673,15,16.5263,20.5314,39.2608,26.3505,21.4201,30.8696,22.8479
ENSGALG00000023554,130.486,126.537,162.616,178.283,136.321,146.028,164.389,104.987,154.39,156.855,140.87,139.408
ENSGALG00000023565,0,0,0,0.587261,0,1.87695,0,0,0,0,1.85744,0.00680037
ENSGALG00000023571,1257.18,1165,949.499,1389.63,1257.9,1402,1610.94,1454,1701.73,1309,1646.38,1574.37
ENSGALG00000023576,226.162,199.127,240.889,213.096,202,349,329.032,257.133,285.15,341,343,429.118
ENSGALG00000023580,4.28889,3.20296,10,3,0,7,6,5.48387,4,3,5,2
ENSGALG00000023581,59,52,73,22,24.0755,28,29,28,25,31,35.0638,29
ENSGALG00000023584,8.92342,6,4,9.95844,14,15,24,24,29,31.00002,31,19
ENSGALG00000023601,2.25142,8,3.80354,5,0,1.88312,0,1.97134,1.22204,0,3.21817,1.22361
ENSGALG00000023612,614.1,535.411,639.615,763.064,493.94,832.06,564.496,630.607,736.84,905.247,465.175,673.201
ENSGALG00000023616,81.7051,106.448,136.275,90.5981,120.863,147.324,107.173,138.667,121.84,106.786,131.612,146.308
ENSGALG00000023621,98.6151,62.9631,81.6658,86.1078,39,57.0178,69.3656,70.7352,95.3835,158.542,66.4184,95.3792
ENSGALG00000023622,23,23.9359,12,9.75942,17,28.2713,11,8,5.74623,5.37629,16,17
ENSGALG00000023626,79.4425,103.539,220.102,803.089,844.461,1159.74,548.996,919.936,1213.68,848.289,622.323,642.13
ENSGALG00000023632,46.6285,34.035,55.8739,70.4611,56.2971,51.5963,45.7421,52.3105,48.9548,30.7728,52.183,49.2407
ENSGALG00000023640,5.2746,9.46466,11.5355,11.728,12.1959,8.09848,9.46646,6.03634,11.9893,17.8338,12.7506,16.7777
ENSGALG00000023648,2174.17,2297.96,2018,2455.47,2530,2893,2950,2728.68,2543.94,1946.53,2714.02,2937
ENSGALG00000023661,503.999,563.765,499.885,528.043,603.387,621.613,642.542,609.347,565.915,477.828,609.546,599.706
ENSGALG00000023670,117,119,171.9999,119,158,202.9997,179.99977,224.59118,213.0003,157.0001,200.5551,236.000246
ENSGALG00000023682,1316,1515,1475.992,1514.983,1662.994,1934.967,1716.996,1522.959,1676.984,1462.995,1669.991,1811.987
ENSGALG00000023683,761.99974,863.9997,857.738,887.1782,1056.9957,1077.9955,1085.2272,1026.4605,1188.29459,1002.529031,1075.6251,1094.4352
ENSGALG00000023686,331.4196,358.5565,382.9036,406.2239,392.5488,447.2242,417.8199,366.7622,405.2991,375.903,375.3343,433.6798
ENSGALG00000023689,192.573,125.555,19.5596,82.3095,49.2469,42.3422,32.3251,41.651,48.6896,39.4657,39.74371,18.2209
ENSGALG00000023691,167.369,82.3671,114.248,162.858,116.278,175.466,115.176,119.427,158.579,147.968,112.472,129.033
ENSGALG00000023692,6,3.20701,6.88091,5.5,3.89471,3.5,5.20896,4.5,5.5,6,5.5,7.17751
ENSGALG00000023703,591.815,494.564,546.261,785.29051,596.63679,824.578,706.96443,665.37609,826.67236,1032.28785,622.68,751.30011
ENSGALG00000023708,80.5827,68.1413,92,117,109,122.875,104,97.4,108.315,97,93,110
ENSGALG00000023709,3.99999,4,4,1.74478,4.10718,4.999996,5,0,0,4.22327,3,5
ENSGALG00000023725,84.6472,71.9066,81.2459,109.658,66.3828,91.6287,88.0228,53.4693,136.265,202.441,75.8538,65.8728
ENSGALG00000023738,8.22525,44.1164,22.633,60.8473,28.603,85.0346,45.9471,37.56648,65.3134,139.2863,69.8081,100.1333
ENSGALG00000023740,99472.719,59568.6815,29252.4817,33104.1142,28188.1703,14245.7255,25154.756,19908.7916,36224.0235,38473.9799,17606.7809,13939.0322
ENSGALG00000023742,11,13,7,17.5949,15,19.9009,15.9523,15.2876,19,16,15.5717,28
ENSGALG00000023749,553.18,372.539,427.695,520.216,444.149,535.024,618.311,483.176,590.866,512.243,541.159,605.756
ENSGALG00000023757,546.0001,510.9997,512.9996,601.1736,553.9996,715.4555,546.0699,623.9996,723.1689,798.9414,573.9652,589.0005
ENSGALG00000023760,0,0,0,0,0,0,0,0,1,0,0,0
ENSGALG00000023761,1.35883,1.00914,0.335294,0,0.335706,1.01366,0,0,0,1.253941,1,3.28673
ENSGALG00000023763,1.22739,2,1,0.989945,1,1,0,1,3,0,3,2
ENSGALG00000023772,5,4,2,3,0,1.27475,0,2.4457,0,2.49568,7.37664,3
ENSGALG00000023773,30.7606,40.8845,43.029,53.2905,27.2313,69.2253,41.0042,45.3451,51.3317,53.5102,37.1907,56.2475
ENSGALG00000023780,9.0415,12,10.49557,5.999999,4,5.000000813,3.999997,4.000005,1.609966097,9.18797,5.000004637,5.596749
ENSGALG00000023781,2,0,1,1,4,2,1,0,0,0,0,0
ENSGALG00000023787,2.18123,9.63613,10.44979,2.76168,2.83512,7.79985,12.2679,12.1784,2.89206,3.07008,8.33701,2.62716
ENSGALG00000023793,5.95062,7.00524,4.29028,5.10131,1.24227,1.74874,0,6.96155,9.8951,4.21523,5.48833,3.54596
ENSGALG00000023806,1110.4,988.527,947.816,933.702,910.062,1095.01,1007.51,804.493,871.079,579.36,922.051,901.806
ENSGALG00000023812,40.0901,27.7454,30.0625,66.6001,46.8533,88.6875,45.9407,53.163,90.2573,56.284,54.142,85.0817
ENSGALG00000023818,233.853,273.572,207,320.817,216.749,331.559,264.652,179.705,424,501.454,232,209.74
ENSGALG00000023819,32.6796,38.5991,39.7799,60.9088,61.088,78.1505,45.6167,63.1172,89.9737,93.7636,58.3415,60.4583
ENSGALG00000023821,0,0,6.11295,0,2.47872,0,0,0,0,0,0,2.37919
ENSGALG00000023822,0,0,0,0,0,0,0,0,0,1,1,0
ENSGALG00000023824,1,4.42,2.51032,0,1,2,1,2,0,0,0,0
ENSGALG00000023828,690.742,524.284,618.249,570.765,647.842,551.38,628.608,650.542,679.231,616.26,563.304,686.905
ENSGALG00000023834,28.5154,0,3.65491,37.4918,22.0792,10.7365,7.31662,2.94813,3.10582,7.38974,14.6265,19.6765
ENSGALG00000023843,0,0,0,0,0,0,1.00881,0,0,0,0,0
ENSGALG00000023844,13.6524,11.7124,3.70667,0,0,0,0,2.55819,0,0,0,0
ENSGALG00000023847,9.62914,10.68941,7.18398,8.86847,3.96224,16.9446,6.67025,0,4.959379409,12.37600698,0,7.34194
ENSGALG00000023859,0,1,0,1,0,1,1,0,0,1,0,1
ENSGALG00000023866,136.009,69.09,11.8919,62.5364,34.2309,34.8056,21.9134,19,35.1788,54.5917,69.7586,73.1871
ENSGALG00000023872,1328.44,988,735.526,1166.34,678,790.739,815,762.392,944,1099.71,779.049,879
ENSGALG00000023881,87,69,102,98,80,97,88,75,78,117,82,79
ENSGALG00000023882,47,35.261,30.1575,41.7623,18.6757,25.5564,21.9694,11.8261,10.3771,12,15,20.8492
ENSGALG00000023886,34,29,35,42,50,121.24,59.6362,90,86,31,45,79.0979
ENSGALG00000023897,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000023898,984.21158,846.11715,1121.71633,1069.72694,1038.12656,1516.20471,1326.24227,1600.17347,1601.83975,1630.44743,1448.23,1618.69852
ENSGALG00000023904,2751,2975,1478,2232.78,847,956,1358,459,578,730.828,1300,1532
ENSGALG00000023906,21.7531,10.218,9.88293,10.3377,7.87646,3.48312,3.87066,0,0,2.93433,1.50024,1.88388
ENSGALG00000023909,19.9459,19,6,6.84603,5,4.45516,5,4,4,4,6.84572,7
ENSGALG00000023920,180,130,88,149,103,120,129,119,128,115,98,114
ENSGALG00000023924,0,0,0,0,1,1,0,0,0,0,0,0
ENSGALG00000023925,18.00004,11,0,13.24736,9,0,2,5,1,1,1,2.15467
ENSGALG00000023933,24,9,6,12,5,7,4,4,2,1,10,4
ENSGALG00000023934,0,1,0,0,1,0,0,0,0,0,1,2
ENSGALG00000023936,1133.81,887.931,605.806,1011.62,939.368,880.319,911.276,796.383,797.22,676.048,843.858,753.123
ENSGALG00000023937,223,223,168,181,200,216,196,183,229,208,206,220
ENSGALG00000023942,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000023950,439.40087,335.00008,491.86602,501.77564,455.00033,738.798,560.8768,557.72969,512.99975,634.00039,469.88719,716.00005
ENSGALG00000023953,7.7278,10.6489,10.299,13.3407,17.1655,14.9761,20.6151,5.72855,21.4438,6.58825,9.00103,8.40078
ENSGALG00000024020,1.04541,0,0,4.94842,3.82182,5.91471,2,0,1.59656,3,0,6.74919
ENSGALG00000024024,54.68325,36.93806,48.0811,43.0787,47.03,54.314,39.29541,44.1425,55.14051,72.0352,48.229097,58.77916
ENSGALG00000024031,24,33,28,51,19,38.8479,36,31,37,34,37,55
ENSGALG00000024034,1181.9976,1051.9996,1158.002,1212.3436,1044.620003,1386.097227,1184.406681,1089.6045,1213.99607,1276.21,1102.093,1332.550092
ENSGALG00000024039,527.544,381.794,451.637,846.162,530.289,1009.34,651.821,606.82,855.774,526.02,512.25,634.073
ENSGALG00000024041,319,242.856,243.5,277.096,219.956,274.545,328,290,306,348.892,316.172,317
ENSGALG00000024047,542.5,439,626.5,610,570.5,712,546.5,544,676,720,515,569.5
ENSGALG00000024049,46.9101,24.6754,41.0427,32.1581,24.0428,48.3875,22.9443,17.5478,38.7772,58.2699,36.742,27.3769
ENSGALG00000024051,1971.02,1629.69,1955.88,1988.97,1854.61,2447.35,1892.07,1827.5,2170.33,2435.9,1737.95,1844.81
ENSGALG00000024053,1362.17,1219.76,1481,1415,1292,1634,1445,1370,1545.04,1292,1306,1459
ENSGALG00000024056,765.417,707.93,757.177,915.081,715.48,805.307,770.596,660.725,910.954,1023.57,701.67,747.477
ENSGALG00000024077,229.5196,290.072,269.1084,212.3759,258.1367,319.3837,294.4717,333.4878,255.1294,167.3046,225.4158,300.9318
ENSGALG00000024081,658.811,508.313,794.2576,852.323,768.362,959.066,734.355,799.538,1028.127,1027.405,636.3283,919.239
ENSGALG00000024082,313.113,211,299.364,249.123,258.889,339.327,283.94,344.446,312.439,201.364,357.784,367.518
ENSGALG00000024083,127.929,126.939,65,274.951,176.739,137.713,207.745,117.947,263.525,261.428,215.835,168.817
ENSGALG00000024085,44.7591,21.8422,1,8,0,0,0,0,0,2,0,1
ENSGALG00000024094,3775.502,3279.229,4199.432,3025.6577,3208.9391,3813.453,3396.8848,3273.032,3784.5823,4146.4028,3167.9,3540.531
ENSGALG00000024112,3208.36,2566.02,3241.39,3450.05,2758,3718.55,2889.76,2893.13,3555.66,3567.6,2774.02,3156.91
ENSGALG00000024122,4.85249,1,6,3.81263,1,5.80426,2.45588,2,6,4.73955,6.439194,1
ENSGALG00000024136,27,18,11,14,4,2.84989,2.72153,2,0,0,0,1
ENSGALG00000024138,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000024141,0,1,0,0,0,0,0,0,0,0,0,0
ENSGALG00000024171,0,1,1.82687,4,4.48545,2.34659,4.55254,4.77879,5.79818,0,1,3.44315
ENSGALG00000024172,1420.34,1370.76,1549.6894,1603.24804,1409.37271,1777.39699,1592.85516,1479.74555,1938.43366,1919.7543,1327.76154,1632.1725
