"","Gene id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ES_Rep1","ES_Rep2","ES_Rep3","MS_Rep1","MS_Rep2","MS_Rep3"
"8733","ENSGALG00000007396",856.887385179102,-0.053509765715463,0.0998686865699652,-0.535801236135969,0.592095927784628,0.967539249566133,929.521972278822,823.558897996622,865.5088132336,840.076074765779,815.975053442201,866.68349935759
"8734","ENSGALG00000007481",3472.69904170742,0.0521885192461361,0.0985616580941095,0.529501230552605,0.596457791022697,0.967539249566133,3195.49465356939,3826.18414088703,3208.95723366422,3762.41683773416,3416.10281441087,3427.03856997887
"8735","ENSGALG00000007520",7877.69077023118,-0.0338000031802577,0.0620675308955345,-0.544568193588147,0.586050535139323,0.967539249566133,7789.47824733203,8328.51975055727,7793.18185318453,7917.25675537621,7547.76924434036,7889.93877059668
"8736","ENSGALG00000007547",1516.20504613915,0.05108244538895,0.0971735035197856,0.525682861465924,0.599108573620286,0.967539249566133,1570.93419296896,1395.02972864279,1501.35607873092,1471.82878612367,1674.22860706276,1483.8528833058
"8737","ENSGALG00000007565",121.84706522697,-0.14999878345895,0.281672464882005,-0.532529097303799,0.594359594556794,0.967539249566133,148.26085756936,117.498675459959,118.883624710546,152.124502581577,103.582325436963,90.7324056034118
"8738","ENSGALG00000007658",1628.94734130645,-0.0468517042190484,0.0905385377608146,-0.517478030657194,0.60482250119365,0.967539249566133,1549.90428409387,1775.29816922229,1640.95427441376,1651.08377324208,1631.9501068844,1524.49343998233
"8739","ENSGALG00000007840",167.803081766999,-0.128311466476038,0.24338152264347,-0.527202990113599,0.598052632455461,0.967539249566133,172.445252775709,147.407429213403,205.344442681853,164.720798973682,190.253250802586,126.647316154762
"8740","ENSGALG00000007877",2568.95500583164,0.0386128999803783,0.0728297285047213,0.530180474006231,0.595986807749612,0.967539249566133,2442.62391584129,2655.47006539507,2505.56245412682,2601.61967790786,2678.34298629862,2530.11093542014
"8741","ENSGALG00000007907",4.12540168957711,0.57162405940698,1.11153456717591,0.514265661444352,0.607066266036594,0.967539249566133,4.2059817750173,2.13633955381744,3.60253408213777,2.90683762894733,5.28481252229405,6.61590457524878
"8742","ENSGALG00000007999",1512.72168833198,0.0418924190896973,0.0812182007387105,0.515800876018796,0.605993490659811,0.967539249566133,1456.32118959974,1547.77800674073,1468.03263847114,1495.08348715524,1604.46908176847,1504.64572625658
"8743","ENSGALG00000008040",6.03315200687879,-0.666112513007072,1.20002233062102,-0.555083431374441,0.578837595076374,0.967539249566133,8.41196355003459,7.47718843836103,6.3044346437411,8.72051288684199,5.28481252229405,0
"8744","ENSGALG00000008063",2.669635853735,0.727772260885429,1.36564972145177,0.532912832224474,0.594093921927661,0.967539249566133,3.15448633126297,1.06816977690872,1.80126704106889,3.87578350526311,4.22785001783524,1.89025845007108
"8745","ENSGALG00000008080",49.0749567053376,-0.201785124279258,0.367938104751175,-0.548421383035929,0.583402597282065,0.967539249566133,66.2442129565224,42.7267910763487,48.6342101088599,54.2609690736835,39.107612664976,43.4759443516348
"8746","ENSGALG00000008154",1290.84396265984,0.0916346901200904,0.165068149048372,0.555132474970915,0.57880405148413,0.967539249566133,963.169826478961,1543.5053276331,1242.87425833753,1277.07066498419,1422.67153100156,1295.77216752372
"8747","ENSGALG00000008269",2075.08769748626,0.0543313651874897,0.0980016820089808,0.554392170355921,0.579310483330994,0.967539249566133,1809.62365870119,2175.86183556306,2121.89257437915,2123.92936088418,2190.02630923865,2029.1924461513
"8748","ENSGALG00000008291",579.269577477791,-0.0913711293256593,0.16827260175841,-0.542994690584517,0.587133458059222,0.967539249566133,725.531856190483,494.562606708736,572.802919059906,510.634476818414,572.873677416675,599.211928672532
"8749","ENSGALG00000008325",7889.53943583315,0.0428672262865332,0.0829025529671317,0.517079688770606,0.605100531627292,0.967539249566133,7042.91648226646,8115.95396495244,8157.03779548045,7695.3681496999,8367.9721478004,7957.98807479924
"8750","ENSGALG00000008326",15.5792585090706,0.330639353273861,0.601353179108636,0.549825568003076,0.582439020078221,0.967539249566133,16.8239271000692,13.8862070998133,10.8076022464133,21.3168092789471,12.6835500535057,17.9574552756753
"8751","ENSGALG00000008383",779.041896227891,-0.0548756073619214,0.105516148579397,-0.520068331726775,0.603015949749768,0.967539249566133,742.355783290553,818.218049112078,820.477137206878,789.690889197358,784.266178308437,719.243340252046
"8752","ENSGALG00000008403",1272.50671504735,0.0421503344332605,0.0791200400622676,0.532739043105743,0.594214235268037,0.967539249566133,1226.04368741754,1278.59922295974,1257.28439466608,1283.8532861184,1273.63981787287,1315.61988124947
"8753","ENSGALG00000008442",22.0190790399566,0.288801291746083,0.523093210263123,0.552102925596782,0.580877837625009,0.967539249566133,23.1328997625951,19.2270559843569,17.1120368901544,16.4720798973682,30.6519126293055,25.5184890759596
"8754","ENSGALG00000008466",202.487442138359,0.119974976216362,0.223615747103353,0.53652293172766,0.591597191646994,0.967539249566133,158.775812006903,242.474539358279,181.027337627423,191.851283510524,235.702638494315,205.093041832712
"8755","ENSGALG00000008498",32.4593043452207,-0.365409893586267,0.701992289481568,-0.520532631285919,0.602692390486628,0.967539249566133,76.7591673940656,14.9543768767221,18.0126704106889,38.7578350526311,26.4240626114703,19.8477137257463
"8756","ENSGALG00000008633",4759.36570922516,-0.0438199539819687,0.0858470596189475,-0.510442106887224,0.609741763816814,0.967539249566133,4788.51025085719,5161.39636202293,4546.39801165787,5047.23906972888,4411.76149361107,4600.88906747301
"8757","ENSGALG00000008663",175.088236771689,0.116300096650401,0.211223878100455,0.550601085901331,0.581907164310495,0.967539249566133,169.290766444446,196.543238951204,138.697562162304,191.851283510524,184.968438280292,169.178131281362
"8758","ENSGALG00000008698",1009.36777961814,-0.0479432396493982,0.0923149872390397,-0.519344053260327,0.603520838096246,0.967539249566133,974.736276360258,1015.82945784019,1087.06465928507,1005.76581961578,994.60171669574,978.208747911783
"8759","ENSGALG00000008752",41.5103723387568,0.200658465835475,0.370546180370157,0.541520804869792,0.588148661582181,0.967539249566133,39.9568268626643,35.2496026379877,40.5285084240499,39.7267809289469,53.9050877273993,39.6954274514927
"8760","ENSGALG00000008803",120.966728917021,-0.124429543950139,0.23154468709978,-0.537388896755459,0.590999011281901,0.967539249566133,129.333939581782,105.748807913963,143.200729764976,121.118234539472,112.038025472634,114.3606362293
"8761","ENSGALG00000008890",186.654865136531,-0.114655193734065,0.224713611808034,-0.510228075689565,0.609891684965596,0.967539249566133,221.865538632162,183.7252016283,176.524170024751,190.882337634208,206.107688369468,140.824254530295
"8762","ENSGALG00000008914",3.07250742995003,-1.16292457886632,2.18544342781322,-0.532122938560784,0.594640851101574,0.967539249566133,7.36046810628027,0,5.40380112320666,0,0,5.67077535021324
"8763","ENSGALG00000009013",1436.26461376017,-0.0680092953485959,0.123558774535914,-0.550420604315949,0.582030919619756,0.967539249566133,1583.55213829401,1314.91699537463,1512.16368097733,1365.24473972893,1256.72841780153,1584.9817103846
"8764","ENSGALG00000009032",633.914606340611,0.0786684131340972,0.145112547737113,0.542119991419442,0.587735847655945,0.967539249566133,547.829126196003,698.583034098302,603.424458758077,693.765247442096,688.082590402685,571.803181146501
"8765","ENSGALG00000009112",224.435648360173,0.101995410952989,0.198552335769737,0.513695346657994,0.607465005856307,0.967539249566133,247.101429282266,208.2931064972,194.53684043544,271.304845368418,206.107688369468,219.269980208245
"8766","ENSGALG00000009240",749.168067668643,0.053164675019605,0.101729134821428,0.52261011668809,0.60124559892527,0.967539249566133,758.128214946868,714.605580751932,733.115685715037,719.926786102622,798.006690866402,771.225447629
"8767","ENSGALG00000009369",2730.28136189481,-0.0385620395853231,0.0708572138295929,-0.544221787749972,0.586288860480825,0.967539249566133,2814.85330293032,2735.58279866323,2750.53477171219,2814.78777069733,2569.47584833937,2696.45367902639
"8768","ENSGALG00000009525",2420.25617379789,-0.0416694996737309,0.0783692112430858,-0.531707529178523,0.59492857640904,0.967539249566133,2295.41455371569,2574.28916235001,2495.65548540094,2444.65044594471,2385.56437256353,2325.96302281246
"8769","ENSGALG00000009689",244.497143818747,-0.124488772979838,0.225514188107481,-0.552021910570463,0.580933341722018,0.967539249566133,333.324055670121,223.247483373922,208.946976763991,252.894873718418,219.848200927433,228.721272458601
"8770","ENSGALG00000009714",533.937137905052,-0.0626833871945524,0.120913035341214,-0.518417117043344,0.604167274515783,0.967539249566133,564.653053296072,508.44881380855,562.895950334027,524.199719086835,553.848352336416,489.576938568409
"8771","ENSGALG00000009809",514.784692332235,0.0838785655670563,0.155910708789159,0.537991047686704,0.590583229103407,0.967539249566133,438.473600045553,511.653323139276,548.485814005476,509.665530942099,608.810402568275,471.619483292734
"8772","ENSGALG00000009842",1447.50723591249,-0.0613904151920792,0.116960593669948,-0.52488118660989,0.599665788605221,0.967539249566133,1394.28295841823,1500.77853655675,1539.18268659336,1558.06496911577,1474.46269372004,1218.27157107081
"8773","ENSGALG00000009859",159.463723054781,0.107964934932416,0.197291675027191,0.547235127470718,0.584217205879254,0.967539249566133,134.591416800553,165.566315420851,160.312766655131,163.751853097366,159.60133817328,172.958648181504
"8774","ENSGALG00000009875",572.373858100826,0.0844263346854422,0.164757946367787,0.512426481069257,0.608352561654277,0.967539249566133,523.644730989653,508.44881380855,634.045998456248,483.503992281573,644.747127719874,639.85248534906
"8775","ENSGALG00000010014",1357.48300861305,-0.0448689296515943,0.082859572675136,-0.541505684895456,0.588159080331723,0.967539249566133,1337.5022044555,1421.7339730655,1377.06865289716,1360.40001034735,1276.81070538624,1371.38250552657
"8776","ENSGALG00000010022",1064.9507264415,0.054409133594602,0.100903665130683,0.539218605430589,0.589736023910629,0.967539249566133,1023.10506677296,1093.80585155453,1018.61651172445,1123.9772165263,990.373866677905,1139.82584539286
"8777","ENSGALG00000010136",372.815462511468,0.0786991537699916,0.144061267611145,0.546289471660202,0.58486697219324,0.967539249566133,371.177891645276,392.0183081255,325.128700912934,368.199432999995,407.987526721101,372.380914664003
"8778","ENSGALG00000010200",48.397162578801,0.213030564568568,0.407265827247425,0.523074980310456,0.600922075813945,0.967539249566133,59.9352402939965,34.181432861079,40.5285084240499,62.9814819605255,36.9936876560584,55.7626242770968
"8779","ENSGALG00000010203",46.1835400177895,-0.198804459914723,0.378304304676722,-0.525514664932534,0.599225461449919,0.967539249566133,55.7292585189792,56.6129981761621,36.0253408213777,45.5404561868415,35.9367251515995,47.256461251777
"8780","ENSGALG00000010227",1528.04786355301,-0.0432300499559762,0.082489046301987,-0.52407018742481,0.600229723214417,0.967539249566133,1561.47073397517,1573.41408138654,1518.46811562107,1596.8228041684,1460.72218116208,1457.3892650048
"8781","ENSGALG00000010238",23115.8396876733,0.0400077255784681,0.0737377434354417,0.542567804688726,0.587427410990007,0.967539249566133,21062.5052338429,23413.2133400622,23909.1180696279,24133.5349413971,23792.2259753678,22384.4405657417
"8782","ENSGALG00000010337",16.1158710657395,-0.392948250283663,0.749094494036368,-0.524564328548629,0.599886089777591,0.967539249566133,16.8239271000692,19.2270559843569,18.9133039312233,26.161538660526,4.22785001783524,11.3415507004265
"8783","ENSGALG00000010399",1949.64359342763,-0.0404124872088752,0.0733758468682529,-0.550760078877676,0.581798153819853,0.967539249566133,2023.07723378332,1973.97774772731,1934.56080210798,1990.21482995261,1860.25400784751,1915.77693914704
"8784","ENSGALG00000010526",2030.24645516564,-0.0406070232679061,0.076100072473164,-0.533600323208967,0.593618084593718,0.967539249566133,2140.8447234838,2013.50002947293,2022.82288712036,2072.57522943945,1920.50087060166,2011.23499087563
"8785","ENSGALG00000010601",1106.68118881762,0.0548312319338152,0.102045371018722,0.5373220890515,0.591045149959281,0.967539249566133,1015.74459866668,1080.98781423162,1159.11534092783,1147.23191755788,1186.96889250724,1050.03856901448
"8786","ENSGALG00000010629",589.797150535949,0.0702125765058969,0.131680054974476,0.533205856570357,0.59389108786696,0.967539249566133,518.387253770882,618.470300830148,589.014322429526,607.529064449992,655.316752764462,550.065208970684
"8787","ENSGALG00000010702",4197.47580998907,-0.0358644208425277,0.0671090376132657,-0.53442013353263,0.593050892426121,0.967539249566133,4044.05147667913,4428.63189506355,4276.20795549753,4056.97638413416,4166.54619257663,4212.4409559834
"8788","ENSGALG00000010737",16.5444761882985,0.34449833000913,0.639632277996138,0.53858809484785,0.59017110401632,0.967539249566133,19.9784134313322,7.47718843836103,16.21140336962,22.2857551552629,20.0822875847174,13.2318091504976
"8789","ENSGALG00000010766",595.302603670591,-0.0601927680732736,0.108660318520162,-0.553953539737733,0.579610642383031,0.967539249566133,604.609880158736,634.492847483779,584.511154826853,607.529064449992,570.759752407758,569.91292269643
"8790","ENSGALG00000010879",494.07471304085,-0.115832713647859,0.224515308721253,-0.515923454429875,0.605907872048977,0.967539249566133,416.392195726712,647.310884806683,478.236399403789,603.653280944729,432.297664323653,386.557853039536
"8791","ENSGALG00000010934",166.378763187637,-0.115050922163529,0.22082796943313,-0.520997962617087,0.602368190656437,0.967539249566133,189.269179875778,157.020957205582,172.921635942613,190.882337634208,133.17727556181,155.001192905828
"8792","ENSGALG00000010960",169.520756523124,0.100458670288629,0.1852276216656,0.542352535681701,0.58757567070537,0.967539249566133,154.569830231886,167.702654974669,168.418468339941,183.130770623682,180.740588262457,162.562226706113
"8793","ENSGALG00000010978",52.9635230009642,-0.354257760542674,0.638568421626788,-0.554768680292994,0.579052892252779,0.967539249566133,124.07646236301,30.9769235303528,23.4164715338955,62.0125360842097,33.8228001426819,43.4759443516348
"8794","ENSGALG00000010986",65.6404632375164,-0.162558330836393,0.304787291491206,-0.533350094884397,0.593791256459553,0.967539249566133,72.5531856190483,66.2265261683405,69.3487810811521,56.1988608263151,53.9050877273993,75.6103380028432
"8795","ENSGALG00000011052",27.5539767356204,0.260167483930956,0.472522073075581,0.550593292367405,0.58191250804322,0.967539249566133,25.2358906501038,26.704244422718,23.4164715338955,27.1304845368418,22.196212593635,40.6405566765282
"8796","ENSGALG00000011096",810.815691761826,0.0677698840141833,0.130928228119099,0.517610945995054,0.60472974310877,0.967539249566133,832.784391453425,862.013009965336,681.779575044573,827.479778373674,770.525665750473,890.311729983478
"8797","ENSGALG00000011180",392.926801077719,0.0718268555790325,0.136375520243599,0.52668437451775,0.598412788272432,0.967539249566133,372.229387089031,395.222817456226,381.868612706604,432.149860836837,412.215376738936,363.874751638683
"8798","ENSGALG00000011254",226.622842531489,0.106801439135765,0.204623797349049,0.52194046107737,0.601711785748248,0.967539249566133,212.402079638373,236.065520696827,206.245076202387,270.335899492102,249.443151052279,185.245328106966
"8799","ENSGALG00000011285",1331.67555147787,-0.0444306677773709,0.0819501666681375,-0.542166899517066,0.587703535638849,0.967539249566133,1329.09024090547,1409.98410551951,1317.62684054189,1301.29431189209,1347.62719318498,1284.4306168233
"8800","ENSGALG00000011325",862.493900449691,0.071609710298758,0.132635314000058,0.539899278247472,0.589266495667121,0.967539249566133,729.737837965501,967.761817879299,825.880938330084,925.343311881567,897.36116628553,828.878330356168
"8801","ENSGALG00000011388",1974.90260551824,-0.0495850479182069,0.091699138401579,-0.540736246627079,0.588689391215183,0.967539249566133,2098.78490573363,2018.84087835748,1910.24369705355,1975.68064180787,1778.86789500418,2066.99761515272
"8802","ENSGALG00000011421",7.61702166010235,-0.557218039770584,1.00103746274744,-0.556640545940457,0.577773045503182,0.967539249566133,2.10299088750865,10.6816977690872,14.4101363285511,8.72051288684199,3.17088751337643,6.61590457524878
"8803","ENSGALG00000011464",12772.2826159672,0.0411196934187979,0.0752913738424737,0.546140830220862,0.58496913524765,0.967539249566133,12219.428551869,13707.8227470696,11845.132062069,13033.2909823235,12688.834866028,13139.1864864441
"8804","ENSGALG00000011493",543.202193984113,-0.0654843049248034,0.126670038224582,-0.516967594252254,0.605178780494543,0.967539249566133,517.335758327127,615.265791499422,534.075677676925,510.634476818414,560.190127363169,521.711332219618
"8805","ENSGALG00000011504",8808.42003368881,0.0341211837852595,0.0648065539813356,0.526508226237217,0.59853513792595,0.967539249566133,8279.47512412155,8775.01471730512,9056.77068249436,8702.10291519199,9212.48518886299,8824.67157415683
"8806","ENSGALG00000011612",27.6307296915728,-0.337845514658686,0.651174139151606,-0.51882514115019,0.603882684113209,0.967539249566133,54.6777630752248,24.5679048689005,13.5095028080166,28.0994304131575,13.7405125579645,31.1892644261728
"8807","ENSGALG00000011661",1099.59086670255,0.0899248109196085,0.162422859663712,0.553646273103386,0.579820951274741,0.967539249566133,1002.07515789787,1245.48595987557,949.267730643303,1359.43106447103,962.892841561976,1078.39244576555
"8808","ENSGALG00000011696",734.44966762207,-0.0664615321844065,0.128037894148185,-0.519077048451666,0.603707012802785,0.967539249566133,798.085041809532,748.787013613011,706.997313619538,703.454706205254,808.57631591099,640.797614574096
"8809","ENSGALG00000011809",4.34035731504588,0.621447515614061,1.20401668012575,0.51614527096847,0.605752951321324,0.967539249566133,2.10299088750865,6.40901866145231,1.80126704106889,1.93789175263155,5.28481252229405,8.50616302531986
"8810","ENSGALG00000011970",119.096820878483,0.152415318673394,0.278605331366108,0.547065334055324,0.584333847300552,0.967539249566133,87.2741218316089,149.543768767221,101.771587820392,134.683476807893,127.892463039516,113.415507004265
"8811","ENSGALG00000012045",11.1236391650956,0.368283327887914,0.667894608987835,0.551409343528062,0.581353097039179,0.967539249566133,9.46345899378892,10.6816977690872,9.00633520534443,13.5652422684209,12.6835500535057,11.3415507004265
"8812","ENSGALG00000012150",491.607368930019,-0.0804402034137294,0.153846110899139,-0.522861468148945,0.601070660423578,0.967539249566133,537.314171758459,520.198681354546,459.323095472566,500.945018055257,401.645751694348,530.217495244938
"8813","ENSGALG00000012163",21.2751926478738,0.326758893863672,0.625573413480825,0.522335007885829,0.601437098678479,0.967539249566133,26.2873860938581,22.4315653150831,8.10570168480999,17.441025773684,22.196212593635,31.1892644261728
"8814","ENSGALG00000012199",968.955906170919,0.0585964326872802,0.110518974950499,0.530193414420694,0.595977836590689,0.967539249566133,901.131595297456,1044.67004181673,902.434787575512,918.560690747356,1025.25362932505,1021.68469226342
"8815","ENSGALG00000012218",578.681700447895,-0.0759929061381015,0.148898891183953,-0.510365829683838,0.609795191373696,0.967539249566133,664.545120452733,543.698416446538,573.70355258044,489.317667539467,567.588864894381,633.236580773811
"8816","ENSGALG00000012230",183.889990716306,0.0990735060905521,0.192841100422319,0.513757211888868,0.607421746669359,0.967539249566133,188.217684432024,170.907164305395,173.822269463147,173.441311860524,178.626663253539,218.32485098321
"8817","ENSGALG00000012308",258.534753469934,0.103244028610584,0.199641941874778,0.517145984661593,0.605054255152715,0.967539249566133,252.358906501038,270.246953557906,225.158380133611,250.956981965786,326.601413877772,225.885884783494
"8818","ENSGALG00000012655",2426.74197436267,-0.0479749921042331,0.0885727881350578,-0.541644822460367,0.588063207764162,0.967539249566133,2414.23353885993,2690.71966803306,2297.51611088336,2319.65642789997,2360.19727245652,2478.12882804318
"8819","ENSGALG00000012748",21.5562068678503,0.289559918197466,0.563100803563259,0.514223947764153,0.607095426503681,0.967539249566133,19.9784134313322,13.8862070998133,24.31710505443,24.2236469078944,14.7974750624233,32.1343936512083
"8820","ENSGALG00000012888",706.003100741001,0.0833796281664391,0.162149458575922,0.514214656642835,0.607101921662805,0.967539249566133,624.588293590068,696.446694544484,734.916952756105,694.734193318412,880.449766214189,604.882704022745
"8821","ENSGALG00000012894",78.3040192970705,0.161120445858235,0.307493140867194,0.523980617596355,0.600292020998904,0.967539249566133,64.1412220690138,60.8856772837969,96.3677866971854,87.2051288684199,85.6139628611636,75.6103380028432
"8822","ENSGALG00000012921",541.901897515505,0.0848863398193442,0.161831897900235,0.524534043787055,0.599907147711369,0.967539249566133,509.975290220847,504.176134700915,562.895950334027,548.42336599473,663.772452800133,462.168191042379
"8823","ENSGALG00000013022",121.552618529149,-0.199488689829116,0.368692482573569,-0.541070673414966,0.588458871047762,0.967539249566133,153.518334788131,123.907694121411,112.579190066805,179.254987118419,83.500037852246,76.5554672278787
"8824","ENSGALG00000013342",174.752686056237,-0.164829241573089,0.322690151241375,-0.510797249122719,0.609493035603314,0.967539249566133,213.453575082128,145.271089659586,195.437473955974,99.801425260525,164.886150695574,229.666401683636
"8825","ENSGALG00000013348",405.259444103508,-0.073949128396263,0.144666732982575,-0.511168855974444,0.609232824497158,0.967539249566133,427.95864560801,400.563666340769,417.893953527981,389.516242278942,444.981214377159,350.642942488185
"8826","ENSGALG00000013615",142.660649004401,-0.118741254041339,0.222340732640028,-0.534050835541604,0.593306363387405,0.967539249566133,165.084784669429,147.407429213403,133.293761039098,156.969231963156,133.17727556181,120.031411579514
"8827","ENSGALG00000013722",332.946749529751,0.118803918404905,0.231698539447555,0.512752124757336,0.608124722811378,0.967539249566133,325.96358756384,253.156237127366,378.266078624466,264.522224234207,346.68370146249,429.088668166135
"8828","ENSGALG00000013731",482.252480555753,0.0716771668087644,0.131881577953445,0.543496430062937,0.586788048172857,0.967539249566133,436.370609158044,478.540060055106,495.348436293944,519.354989705256,516.854664680358,447.04612344181
"8829","ENSGALG00000014011",12.7510830417855,-0.390827552881139,0.735483713046336,-0.531388453542161,0.595149621163528,0.967539249566133,14.7209362125605,17.0907164305395,11.7082357669478,16.4720798973682,4.22785001783524,12.286679925462
"8830","ENSGALG00000014140",1765.2532373901,-0.0481337064512596,0.091797085233835,-0.524348963026968,0.600035847371254,0.967539249566133,1682.39271000692,1862.8880909288,1838.1930154108,1814.83562633945,1788.38055754431,1604.82942411035
"8831","ENSGALG00000014682",578.766662397483,0.0718416767549285,0.13823743394864,0.519697702010443,0.603274288823823,0.967539249566133,601.455393827473,582.152528415251,509.758572622495,633.690603110518,625.721802639616,519.821073769547
"8832","ENSGALG00000014725",149.19352689326,0.145053265179058,0.263920849569992,0.549608965776648,0.582587607981254,0.967539249566133,181.908711769498,140.998410551951,102.672221340926,146.310827323682,152.202600642069,171.068389731433
"8833","ENSGALG00000014845",18.2174199800701,-0.297892837347566,0.565048949018206,-0.527198285856768,0.598055898913399,0.967539249566133,23.1328997625951,19.2270559843569,18.0126704106889,13.5652422684209,12.6835500535057,22.6831014008529
"8834","ENSGALG00000014934",47.0638929291622,-0.253310770210432,0.471966901329775,-0.536712997239266,0.591465876775675,0.967539249566133,82.0166446128373,43.7949608532574,27.9196391365677,39.7267809289469,45.4493876917288,43.4759443516348
"8835","ENSGALG00000014966",6.14388617478747,-0.590137339148858,1.14727333838181,-0.514382509734974,0.606984585115841,0.967539249566133,9.46345899378892,6.40901866145231,6.3044346437411,11.6273505157893,2.11392500891762,0.945129225035539
"8836","ENSGALG00000015018",3.76329203539779,0.619736421319507,1.13690779163844,0.545107022642866,0.585679913020017,0.967539249566133,3.15448633126297,2.13633955381744,3.60253408213777,4.84472938157888,3.17088751337643,5.67077535021324
"8837","ENSGALG00000015180",1942.40909511296,0.0569733145544744,0.111612604594824,0.510455918140239,0.609732090093763,0.967539249566133,1780.18178627607,2203.63424976269,1729.21635942613,1986.33904644734,2007.17179596728,1947.91133279825
"8838","ENSGALG00000015182",287.163107712436,-0.118598362663167,0.220139630844005,-0.538741535126893,0.590065209847827,0.967539249566133,311.24265135128,291.61034909608,294.507161214763,294.559546399996,195.53806332488,335.520874887617
"8839","ENSGALG00000015204",1176.42284089015,-0.0497336196728641,0.091692632834256,-0.542394935509844,0.58754646779654,0.967539249566133,1170.31442889856,1263.64484608301,1156.41344036622,1198.58604900262,1173.22837994928,1096.34990104123
"8840","ENSGALG00000015283",6.73720956163083,-0.484616459886445,0.91754190797146,-0.528168202101913,0.597382597201134,0.967539249566133,6.30897266252594,12.8180373229046,4.50316760267221,6.78262113421044,5.28481252229405,4.7256461251777
"8841","ENSGALG00000015342",146.222848681732,0.116222696879664,0.218062616667085,0.532978548345591,0.594048429887783,0.967539249566133,119.870480587993,143.134750105768,157.610866093528,158.907123715787,161.715263182198,136.098608405118
"8842","ENSGALG00000015405",4340.50940806295,0.0396244989852648,0.077486808742427,0.511370898199978,0.609091368751682,0.967539249566133,4032.48502679783,4510.88096788552,4298.7237935109,4355.41171403942,4636.8945070608,4208.66043908326
"8843","ENSGALG00000015490",122.03155382542,0.125231134249986,0.236243683960855,0.530093046935115,0.596047419642591,0.967539249566133,108.304030706695,136.725731444316,105.37412190253,112.39772165263,134.234238066269,135.153479180082
"8844","ENSGALG00000015537",662.905520194039,-0.084154852213835,0.152035663016679,-0.55352047371019,0.579907065093221,0.967539249566133,746.56176506557,686.833166552306,613.331427483956,680.200005173675,715.563615518614,534.943141370115
"8845","ENSGALG00000015591",129.966396044317,0.110949334834151,0.21331186470385,0.52012734963518,0.602974817244332,0.967539249566133,135.642912244308,118.566845236868,120.684891751615,123.056126292104,144.803863110857,137.043737630153
"8846","ENSGALG00000015608",164.106799119538,0.116086829371704,0.210120237845869,0.552478098072866,0.580620836080406,0.967539249566133,138.797398575571,150.611938544129,182.828604668492,164.720798973682,159.60133817328,188.080715782072
"8847","ENSGALG00000015663",3579.45389538099,0.0625270562568762,0.113876115547018,0.549079637608989,0.582950798540296,0.967539249566133,3683.3885394714,3717.23082364234,3105.38437880276,3380.65216246575,4142.23605497408,3447.83141292965
"8848","ENSGALG00000015712",1340.8329843437,0.0461452353892653,0.08684670166275,0.531341254253502,0.595182322409,0.967539249566133,1348.01715889304,1332.00771180517,1278.89959915891,1306.13904127367,1333.88668062702,1446.04771430438
"8849","ENSGALG00000016186",108.649197182508,0.15370798470875,0.288550605815629,0.532689870029117,0.594248279565795,0.967539249566133,76.7591673940656,134.589391890498,97.2684202177198,106.584046394735,128.949425543975,107.744731654051
"8850","ENSGALG00000016276",304.725910137996,-0.124602860504912,0.242293139875832,-0.514264913025468,0.607066789222615,0.967539249566133,343.839010107664,280.928651326993,328.731234995072,386.609404649995,282.208988690502,206.038171057748
"8851","ENSGALG00000016364",6.32974652843726,-0.514706284577499,0.978044633657115,-0.526260527244962,0.598707204705997,0.967539249566133,5.25747721877162,5.34084888454359,11.7082357669478,8.72051288684199,3.17088751337643,3.78051690014216
"8852","ENSGALG00000016495",450.750098445158,0.0897434151813012,0.162782802174968,0.551307717905236,0.581422748677969,0.967539249566133,403.77425040166,452.903985409296,453.018660828825,387.578350526311,542.22176478737,465.003578717485
"8853","ENSGALG00000016518",391.750113161029,0.0866110341067848,0.156789646550597,0.552402763908489,0.580672437396321,0.967539249566133,359.611441763979,422.995231655852,357.551507652174,349.789461349995,433.354626828112,427.198409716064
"8854","ENSGALG00000016545",506.459961830174,-0.0917497917257397,0.169513806319207,-0.541252619582904,0.588333473189936,0.967539249566133,614.073339152525,526.607700015998,427.80092225386,542.609690736835,451.322989403912,476.345129417912
"8855","ENSGALG00000016552",585.814830889105,-0.0689008415010812,0.134796412767834,-0.511147441436385,0.609247818305831,0.967539249566133,601.455393827473,672.946959452492,525.969975992115,594.932768057887,541.164802282911,578.41908572175
"8856","ENSGALG00000016567",522.86660925359,-0.080717522739813,0.149432215522045,-0.540161453524761,0.589085693122037,0.967539249566133,617.227825483788,458.24483429384,536.777578238528,475.752425271046,536.936952265076,512.260039969262
"8857","ENSGALG00000016589",999.728658809351,-0.0543024218225164,0.105023894147243,-0.517048260907034,0.605122469751278,0.967539249566133,1129.30610659214,961.352799217846,965.479134012923,977.666389202619,970.291579093188,994.275944737387
"8858","ENSGALG00000016705",409.508255896747,-0.0807820202876875,0.158190047976544,-0.510664364294684,0.609586097838677,0.967539249566133,413.237709395449,482.812739162741,367.458476378053,434.087752589468,388.962201640842,370.490656213931
"8859","ENSGALG00000016731",1435.15810065753,-0.0579538619169567,0.106790155291381,-0.542689181028227,0.587343824511314,0.967539249566133,1318.57528646792,1424.93848239623,1647.2587090575,1397.21995364735,1409.98798094805,1412.96819142813
