Gene_ID	NC_8ss_rep1	NC_8ss_rep2	NC_8ss_rep3	NC_8ss_rep4	NC_5ss_rep1	NC_5ss_rep2	NC_5ss_rep3	NC_5ss_rep4	Neg_rep1	Neg_rep2	Neg_rep3
ENSGALG00000033098	119	56	152	200	37	72	140	191	52	339	220
ENSGALG00000014851	1046	885	1128	1014	1021	733	810	1139	729	1122	1186
ENSGALG00000014855	56	63	29	178	97	86	103	144	220	281	394
ENSGALG00000046720	0	2	0	0	0	0	3	1	11	8	10
ENSGALG00000047578	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000014857	0	0	0	0	5	1	4	0	15	4	2
ENSGALG00000014859	1579	1422	1167	1592	1542	1500	1008	1130	1095	847	751
ENSGALG00000014861	46	65	16	65	31	50	26	47	22	57	21
ENSGALG00000014862	5802	6019	2844	8364	6264	5309	6760	7683	6765	2596	6207
ENSGALG00000053451	10	19	45	32	0	58	19	0	9	9	10
ENSGALG00000014863	268	151	715	538	477	307	633	898	255	699	796
ENSGALG00000014865	46	77	46	79	104	36	64	33	62	153	141
ENSGALG00000014867	1551	1534	2299	2182	1709	1431	1893	1806	1389	2734	2499
ENSGALG00000014869	888	680	393	726	1222	1381	727	979	732	379	536
ENSGALG00000054811	0	0	0	1	1	0	0	0	0	2	3
ENSGALG00000014872	41	72	16	68	40	16	29	35	282	439	515
ENSGALG00000014874	771	516	983	697	727	390	576	656	283	1291	866
ENSGALG00000014875	1	0	0	1	0	0	0	0	0	9	2
ENSGALG00000052400	0	0	0	1	0	0	0	2	0	0	0
ENSGALG00000049754	4	3	4	0	6	1	27	24	7	4	11
ENSGALG00000014877	1219	991	1635	2132	2593	1164	3106	2376	476	1624	1832
ENSGALG00000054867	0	0	0	0	4	0	9	10	0	0	0
ENSGALG00000049954	0	6	0	0	0	0	2	4	0	0	0
ENSGALG00000014880	91	115	128	144	190	106	161	132	70	89	65
ENSGALG00000014884	40	40	119	81	83	42	129	74	286	1297	1073
ENSGALG00000053783	0	1	0	0	0	0	0	0	0	0	0
ENSGALG00000051399	2	3	1	1	4	4	6	1	3	0	0
ENSGALG00000014891	408	334	721	1021	458	409	639	828	409	1416	866
ENSGALG00000014903	162	249	68	140	192	73	219	114	31	78	79
ENSGALG00000014906	1747	1458	2817	2409	2088	1480	1794	2718	1178	2046	2193
ENSGALG00000028394	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000014908	3868	3126	2038	3107	19410	10614	10116	12203	5337	4107	7158
ENSGALG00000028026	4584	3951	5391	5004	6020	4072	3727	5153	3581	4077	4337
ENSGALG00000053142	0	17	0	0	0	20	5	8	4	14	10
ENSGALG00000014911	640	610	640	819	924	427	971	1050	622	891	1031
ENSGALG00000027297	0	0	3	4	0	0	10	0	6	1	5
ENSGALG00000047249	4	18	11	2	0	3	25	8	3	15	16
ENSGALG00000047764	0	3	0	0	0	0	0	0	0	8	10
ENSGALG00000025433	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000014914	77	26	6	44	33	34	55	32	26	16	19
ENSGALG00000020561	214	199	113	257	310	53	278	253	101	125	180
ENSGALG00000027707	0	3	0	21	0	0	0	0	47	13	7
ENSGALG00000013548	0	2	0	0	0	0	8	0	2	15	5
ENSGALG00000013546	0	17	0	0	1	0	0	0	3	4	0
ENSGALG00000046188	0	1	1	3	5	2	0	1	0	2	5
ENSGALG00000026704	988	764	1539	1787	1320	936	1323	1418	707	1299	1657
ENSGALG00000054950	0	3	14	15	0	2	9	0	0	0	1
ENSGALG00000021770	0	2	0	0	0	1	0	0	0	0	0
ENSGALG00000025221	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000025278	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000028595	50	65	70	119	64	64	133	105	36	77	71
ENSGALG00000014700	1573	1714	906	1002	1488	667	1398	1034	618	1553	1037
ENSGALG00000014709	2954	2853	2158	3060	3077	2324	1844	2758	1720	1571	2277
ENSGALG00000014711	723	585	1000	871	1233	649	1773	1259	322	932	976
ENSGALG00000014712	991	834	486	936	988	527	664	779	448	442	580
ENSGALG00000014713	26	15	39	9	1	23	32	65	8	27	8
ENSGALG00000030800	4	10	23	6	29	1	14	42	40	58	56
ENSGALG00000014716	1305	1005	672	537	806	188	763	557	210	402	577
ENSGALG00000014717	5	3	0	13	0	3	9	1	6	7	7
ENSGALG00000049691	0	0	0	0	0	0	1	0	0	0	1
ENSGALG00000049397	6	4	5	10	7	2	6	5	4	12	2
ENSGALG00000049789	0	0	7	0	0	0	0	1	0	9	9
ENSGALG00000014718	535	479	222	311	407	285	384	385	436	409	447
ENSGALG00000047687	36	54	88	163	48	35	52	63	24	41	52
ENSGALG00000014719	87	65	105	111	87	43	51	71	29	148	93
ENSGALG00000014721	1720	1396	1433	1914	1655	1194	1268	1667	1251	1218	1402
ENSGALG00000014724	1672	1779	1356	1789	1900	1948	1106	1609	2026	1224	1466
ENSGALG00000053480	0	0	0	0	0	0	2	0	0	2	6
ENSGALG00000045959	0	0	0	0	0	0	0	0	0	0	4
ENSGALG00000014725	3852	2163	4024	3113	1875	1428	944	1118	667	1319	1049
ENSGALG00000014726	11	11	55	72	19	8	39	24	4	1	2
ENSGALG00000053953	6	16	0	11	18	7	2	7	0	0	0
ENSGALG00000014727	288	268	107	196	90	93	75	25	84	135	287
ENSGALG00000050261	0	0	0	0	0	0	0	0	0	1	0
ENSGALG00000046568	5	2	4	5	0	6	0	0	3	2	2
ENSGALG00000046863	36	25	1	33	17	0	0	6	2	21	17
ENSGALG00000027783	0	2	0	2	0	0	0	0	0	0	1
ENSGALG00000014729	701	838	1198	875	1146	1156	1232	1601	821	973	928
ENSGALG00000025261	0	1	0	0	0	0	1	0	1	0	0
ENSGALG00000014730	28	109	135	45	216	140	187	169	182	165	185
ENSGALG00000014732	1060	748	608	1035	1285	989	669	1008	833	697	883
ENSGALG00000027564	405	219	909	654	289	225	446	546	171	706	531
ENSGALG00000023443	513	555	1111	1286	673	643	1558	1833	448	1240	1498
ENSGALG00000048051	0	0	0	0	0	1	0	0	0	0	2
ENSGALG00000014734	448	245	269	463	211	83	335	220	91	346	380
ENSGALG00000049826	4	1	28	5	0	0	14	0	0	2	0
ENSGALG00000028559	0	1	0	0	1	0	0	0	0	0	0
ENSGALG00000014737	2676	2492	3722	4476	3526	2305	4113	3725	2691	5623	5519
ENSGALG00000020569	536	622	506	554	611	405	285	391	276	181	217
ENSGALG00000014740	2407	1666	1952	2090	2156	1782	1318	1607	1382	1554	1521
ENSGALG00000028165	18	10	3	21	10	9	17	22	0	7	10
ENSGALG00000048293	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000053634	1	0	0	0	0	0	0	0	0	0	0
ENSGALG00000048998	0	1	1	0	1	0	0	0	0	0	8
ENSGALG00000047920	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000054767	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000014742	4	2	0	2	0	2	1	2	0	1	6
ENSGALG00000014743	57	55	46	143	135	26	80	113	82	69	45
ENSGALG00000027389	151	121	220	144	81	62	64	120	50	174	140
ENSGALG00000026028	1178	775	752	718	1264	881	625	682	702	1150	906
ENSGALG00000014747	2842	2822	3465	3407	3452	2405	2362	2989	2046	3097	3731
ENSGALG00000014751	484	771	255	825	702	425	888	538	669	783	584
ENSGALG00000014753	1856	1718	2435	2623	2704	1918	1911	2592	1850	2043	2129
ENSGALG00000014756	1917	1558	2097	2114	2153	1712	1654	2115	1581	1877	1868
ENSGALG00000014765	1101	1309	607	969	1675	791	1143	1227	727	563	781
ENSGALG00000031991	330	254	293	456	519	278	598	590	428	355	664
ENSGALG00000014767	757	914	1180	1362	1098	974	980	1267	802	932	1126
ENSGALG00000014768	567	458	589	721	707	326	551	430	337	402	487
ENSGALG00000014769	639	652	980	859	917	491	901	1080	453	820	647
ENSGALG00000014773	2453	2287	1068	2588	2959	1606	2073	1784	1182	1124	1214
ENSGALG00000043541	1839	1689	921	1669	1952	1742	1973	1604	927	776	751
ENSGALG00000049285	2699	2407	1608	3712	2888	2694	3494	2670	1501	3515	2400
ENSGALG00000029056	3	4	0	6	4	0	2	0	0	6	0
ENSGALG00000014784	1421	1487	1213	2263	1847	1255	1887	1626	1103	1823	2115
ENSGALG00000023411	16	0	0	3	0	0	0	10	26	3	5
ENSGALG00000027398	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000047586	1	0	0	0	0	0	0	0	0	1	0
ENSGALG00000051141	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000047121	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000052422	0	0	0	0	1	0	0	0	0	0	0
ENSGALG00000014786	195	269	147	314	211	56	167	175	184	171	132
ENSGALG00000055083	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000050639	0	6	1	0	0	0	0	0	0	2	0
ENSGALG00000053270	1	0	0	0	0	2	0	0	0	0	0
ENSGALG00000054494	16	4	0	2	9	18	17	0	1	0	5
ENSGALG00000014787	822	683	1633	1526	738	1026	1307	1403	625	1791	1460
ENSGALG00000014788	421	379	538	440	506	272	266	323	188	334	337
ENSGALG00000014789	2314	2215	2886	2715	2945	2080	2217	2972	1969	2682	2314
ENSGALG00000014790	467	438	674	576	509	382	560	812	457	711	758
ENSGALG00000014798	1081	1064	424	560	1141	1024	701	607	755	419	564
ENSGALG00000014804	357	234	389	576	568	227	497	654	363	1323	1054
ENSGALG00000014807	497	459	329	462	495	691	268	304	868	260	302
ENSGALG00000026553	162	93	31	40	123	9	96	102	81	90	139
ENSGALG00000014810	1376	1434	1466	1600	1865	1604	1505	2057	1191	1000	1339
ENSGALG00000014813	26	18	25	21	10	11	52	29	6	43	9
ENSGALG00000014819	296	362	218	192	258	81	257	237	92	254	220
ENSGALG00000050556	11	20	32	99	30	53	16	35	49	44	77
ENSGALG00000004518	44	74	178	180	87	62	80	285	269	397	333
ENSGALG00000004491	7	9	17	3	37	1	8	18	36	90	91
ENSGALG00000004438	29	32	105	31	40	30	26	33	34	228	145
ENSGALG00000054348	1	5	0	3	1	0	2	0	3	5	3
ENSGALG00000004437	136	134	115	110	135	73	127	93	350	499	305
ENSGALG00000043918	19	47	28	42	44	29	38	13	30	50	41
ENSGALG00000004425	356	334	501	639	446	299	591	622	339	842	731
ENSGALG00000004390	1011	864	963	1578	1033	530	1188	1511	336	944	1149
ENSGALG00000051662	4	35	0	32	10	0	10	18	12	23	2
ENSGALG00000054660	3	0	0	36	1	0	10	3	1	17	12
ENSGALG00000004353	1531	1132	3185	2789	1596	994	1730	2531	967	2871	2124
ENSGALG00000026744	4	2	0	1	1	2	3	0	1	1	1
ENSGALG00000004350	272	236	167	252	326	75	240	383	252	363	268
ENSGALG00000004339	29	42	34	8	37	52	57	44	24	33	34
ENSGALG00000050330	0	1	0	0	1	0	0	0	0	0	0
ENSGALG00000025649	0	2	0	4	2	0	5	6	4	2	4
ENSGALG00000004311	803	594	652	668	603	427	718	774	258	801	646
ENSGALG00000014994	376	625	954	897	1811	1334	1596	1707	65	133	222
ENSGALG00000014989	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000014984	74	102	146	101	137	42	258	366	71	233	287
ENSGALG00000014983	20	19	19	40	87	11	83	108	38	112	85
ENSGALG00000048150	83	54	127	138	88	67	156	126	61	163	111
ENSGALG00000014978	809	862	468	829	1082	1030	647	968	1059	828	604
ENSGALG00000023379	21	43	85	164	118	45	29	183	468	691	861
ENSGALG00000014967	17	74	5	13	32	18	15	18	29	2	5
ENSGALG00000051406	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000014960	498	586	1043	1164	595	440	500	804	402	613	859
ENSGALG00000014958	53	65	28	57	48	113	99	26	32	98	74
ENSGALG00000014956	332	358	203	294	520	280	318	331	59	176	162
ENSGALG00000014952	205	270	263	226	208	212	288	298	130	270	218
ENSGALG00000028149	465	630	607	440	553	508	611	725	552	925	853
ENSGALG00000014948	14238	10965	5656	11667	12267	10133	7842	6868	11984	9789	10229
ENSGALG00000051796	3713	3326	1668	3896	4383	2640	3455	3110	1704	1814	1723
ENSGALG00000014944	7	24	0	0	39	136	2	11	42	43	8
ENSGALG00000014943	2377	2368	1180	2061	1912	2070	1036	1020	898	660	558
ENSGALG00000014942	10311	8770	13707	13482	12043	9531	7722	12232	7654	10787	12030
ENSGALG00000014939	692	848	517	558	695	497	501	603	586	298	278
ENSGALG00000014933	424	230	600	503	196	191	198	238	51	371	201
ENSGALG00000014930	1475	1679	1643	1431	1941	1203	2080	1825	94	246	292
ENSGALG00000051828	148	128	192	142	104	81	70	55	4	15	22
ENSGALG00000053615	0	6	8	2	0	0	0	0	0	5	0
ENSGALG00000014923	110	115	67	166	45	50	42	19	40	37	51
ENSGALG00000052165	7	1	0	16	0	0	10	0	1	1	0
ENSGALG00000013510	3792	4941	3260	4200	5965	5287	2582	3402	3910	2183	2093
ENSGALG00000013511	1392	1214	1302	1590	2183	2068	1537	2451	1408	1206	1474
ENSGALG00000013512	8960	7812	13813	12169	12944	7325	9711	11359	6218	9902	8495
ENSGALG00000051862	34	62	34	102	46	44	47	105	19	69	97
ENSGALG00000012644	1	4	1	0	6	8	1	1	4	19	2
ENSGALG00000052579	7	1	2	5	0	2	4	1	13	59	30
ENSGALG00000052266	0	0	4	0	0	1	0	0	3	6	2
ENSGALG00000015021	0	4	0	1	0	0	1	0	0	24	31
ENSGALG00000015020	233	254	247	434	274	230	487	291	349	311	317
ENSGALG00000044064	671	673	394	843	706	376	483	588	437	428	634
ENSGALG00000015019	431	298	70	227	278	77	136	135	69	142	88
ENSGALG00000015014	1250	1115	574	831	919	553	926	625	353	1005	995
ENSGALG00000047799	0	0	0	0	0	4	0	4	0	0	2
ENSGALG00000049597	0	0	0	0	0	0	0	0	0	5	1
ENSGALG00000015008	0	1	0	44	0	0	13	0	10	5	3
ENSGALG00000038260	230	119	404	266	128	76	268	368	136	319	376
ENSGALG00000015002	3511	3025	4311	4199	3112	2194	2243	2778	1941	2229	2242
ENSGALG00000045548	6414	7085	5675	11502	9526	5875	11373	8250	7173	7704	8610
ENSGALG00000014999	4803	5975	3854	7392	6316	3314	11032	6598	4234	9883	7635
ENSGALG00000051145	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000048472	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000049973	0	0	0	0	0	0	0	0	0	3	0
ENSGALG00000014995	0	5	0	3	0	1	8	16	0	2	5
ENSGALG00000047882	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000049364	114	135	33	44	260	383	137	127	119	28	28
ENSGALG00000048641	1	0	0	3	3	2	1	0	1	1	0
ENSGALG00000053498	0	3	1	1	8	4	1	0	7	6	2
ENSGALG00000010147	1228	1402	1353	1615	1487	911	976	1596	1083	826	1049
ENSGALG00000048270	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000010156	32	34	3	12	31	51	17	17	22	38	36
ENSGALG00000010158	1572	1882	1562	1977	3291	1942	3123	2566	4337	4069	4866
ENSGALG00000053654	21	28	10	37	54	2	54	37	18	95	45
ENSGALG00000010160	0	23	0	8	2	0	4	2	12	43	48
ENSGALG00000010161	2	22	15	97	2	39	72	5	1	14	14
ENSGALG00000050165	0	2	0	2	0	2	0	0	0	1	0
ENSGALG00000026790	2	4	1	0	0	0	2	1	10	84	77
ENSGALG00000048050	0	0	0	0	10	0	0	0	3	0	0
ENSGALG00000050953	0	0	0	2	1	0	0	0	0	0	0
ENSGALG00000048083	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000047298	0	0	1	0	0	1	1	0	0	1	1
ENSGALG00000010164	785	1252	292	871	1109	1259	563	516	1819	1533	1049
ENSGALG00000048329	0	3	0	0	1	6	0	0	1	2	1
ENSGALG00000047067	4	6	22	2	3	0	16	1	1	5	13
ENSGALG00000010166	116	54	170	402	214	204	261	236	32	239	231
ENSGALG00000010173	0	1	0	3	0	1	0	0	0	1	0
ENSGALG00000010178	9603	8665	9070	8872	9200	9217	5099	8100	5567	5116	7679
ENSGALG00000010179	725	902	324	853	939	587	1124	653	644	581	530
ENSGALG00000010180	22	66	6	60	17	6	42	37	7	33	35
ENSGALG00000049334	14	9	0	30	15	12	33	0	1	3	0
ENSGALG00000044150	33	29	51	47	44	20	32	31	15	9	26
ENSGALG00000052198	2	3	0	0	3	1	1	1	0	1	0
ENSGALG00000010187	89	72	59	13	142	274	45	88	88	43	39
ENSGALG00000053562	1	17	8	10	6	14	16	2	15	17	20
ENSGALG00000050012	41	143	24	45	124	65	60	25	82	18	27
ENSGALG00000048068	1	10	8	8	4	9	9	5	12	9	9
ENSGALG00000051419	352	956	626	1144	1248	2207	1382	829	1407	461	718
ENSGALG00000014448	181	174	194	162	187	122	206	221	128	246	209
ENSGALG00000014447	130	210	335	228	150	104	213	106	59	218	115
ENSGALG00000015024	1053	877	1825	1433	943	812	1109	1711	402	1233	880
ENSGALG00000053602	1	2	8	2	7	1	4	5	0	8	2
ENSGALG00000018350	0	0	3	0	0	0	0	1	0	0	0
ENSGALG00000015027	417	441	296	465	452	191	303	302	323	302	323
ENSGALG00000015028	0	7	0	0	1	0	9	2	0	9	22
ENSGALG00000015032	17	94	47	32	72	19	22	36	31	35	14
ENSGALG00000031794	102	60	108	122	44	41	102	91	56	65	75
ENSGALG00000027292	34	21	62	49	48	15	40	68	32	72	65
ENSGALG00000015036	864	777	561	1342	798	416	724	709	290	510	521
ENSGALG00000000438	270	243	206	231	279	184	272	152	78	113	143
ENSGALG00000015045	4	5	17	4	0	0	3	0	5	14	4
ENSGALG00000019756	6	6	16	16	9	0	9	1	2	10	0
ENSGALG00000015050	1044	963	960	2012	954	722	1237	1239	535	1353	1133
ENSGALG00000046481	60	66	6	35	14	85	22	152	46	36	27
ENSGALG00000048281	124	81	102	190	108	164	133	135	66	137	139
ENSGALG00000015052	1340	1180	1531	1902	1437	802	1708	1458	587	1614	1662
ENSGALG00000015053	1014	772	1155	1505	1211	1028	1728	1737	1012	2351	2566
ENSGALG00000020557	125	185	258	148	292	209	181	157	183	94	131
ENSGALG00000046054	3	0	0	0	0	0	0	1	0	0	1
ENSGALG00000015058	953	749	408	891	776	553	648	380	247	328	247
ENSGALG00000045015	40	37	14	28	34	13	6	21	14	22	10
ENSGALG00000053556	5	5	1	0	2	3	0	0	1	1	0
ENSGALG00000050727	3	13	1	3	6	5	1	1	0	0	0
ENSGALG00000054237	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000050302	4	2	0	1	5	5	2	1	0	1	0
ENSGALG00000053532	0	1	7	0	0	0	0	0	0	0	0
ENSGALG00000047718	1	5	1	0	5	2	1	1	1	2	1
ENSGALG00000049198	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000049580	23	19	23	45	18	6	38	28	7	50	50
ENSGALG00000029932	0	5	4	5	0	1	38	23	7	43	16
ENSGALG00000015205	0	3	0	0	0	0	0	0	0	2	0
ENSGALG00000005846	2188	2138	1093	1984	2474	2479	1708	1439	2225	2135	2240
ENSGALG00000028277	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000054349	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000005441	35	21	35	18	22	1	15	42	97	64	92
ENSGALG00000029007	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000054392	1	0	2	5	4	0	0	0	1	4	2
ENSGALG00000051724	9	6	0	15	1	2	0	0	0	6	0
ENSGALG00000045154	0	1	0	0	0	0	0	2	0	3	1
ENSGALG00000054940	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027428	448	335	417	441	336	186	244	272	177	287	270
ENSGALG00000049291	16	7	3	12	12	23	44	77	697	3259	2021
ENSGALG00000005434	1	28	3	2	0	30	43	97	615	2673	3041
ENSGALG00000005426	145	263	45	186	51	30	66	17	293	475	535
ENSGALG00000005416	110	91	82	129	199	84	74	92	27	60	60
ENSGALG00000015105	2016	2005	1834	2461	2587	2069	2183	2829	1377	3400	2376
ENSGALG00000052632	13	14	1	0	6	11	16	1	7	10	7
ENSGALG00000015103	1532	1256	441	1205	1103	812	900	786	324	553	604
ENSGALG00000053886	43	34	11	50	28	44	95	114	20	51	45
ENSGALG00000054332	0	0	0	1	1	0	2	0	1	0	1
ENSGALG00000054261	0	0	4	0	0	0	0	3	0	4	4
ENSGALG00000025350	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000015101	99	120	19	47	76	16	37	20	116	136	188
ENSGALG00000054671	0	0	0	0	0	1	0	0	0	3	0
ENSGALG00000028298	391	254	210	423	351	159	253	256	152	273	287
ENSGALG00000015096	34	51	118	138	63	10	105	80	83	72	96
ENSGALG00000020554	182	229	53	173	30	56	8	38	59	35	15
ENSGALG00000052548	1	1	0	0	0	1	1	0	0	0	1
ENSGALG00000027314	164	58	40	181	34	60	92	63	42	48	67
ENSGALG00000015091	5021	4770	2376	3078	4653	4044	3245	3010	2765	1849	2340
ENSGALG00000025677	31	20	0	31	19	23	23	36	12	3	21
ENSGALG00000015090	2411	2951	1665	1807	3774	2978	2360	3293	1872	1311	1676
ENSGALG00000015083	200	327	137	371	384	84	292	217	104	276	366
ENSGALG00000015082	55815	57370	135828	135173	66736	46544	88974	108357	45695	158177	143284
ENSGALG00000015081	144	103	73	109	114	120	82	141	51	45	92
ENSGALG00000015080	12	30	7	35	67	84	49	45	35	23	43
ENSGALG00000050301	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000015078	170	232	59	111	312	87	111	191	69	136	127
ENSGALG00000051498	16	2	2	7	1	13	10	0	10	3	1
ENSGALG00000053240	0	0	0	0	0	0	0	0	0	1	0
ENSGALG00000015071	1486	1210	949	1285	1418	1357	1332	1042	1115	1084	1073
ENSGALG00000028142	405	426	693	731	520	337	598	616	268	444	603
ENSGALG00000015062	0	0	2	2	0	0	0	2	0	0	0
ENSGALG00000051843	7	15	1	19	16	26	7	14	13	20	31
ENSGALG00000050028	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000047600	8	18	4	0	9	18	4	6	20	1	1
ENSGALG00000054049	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000048442	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000053918	0	0	0	0	0	0	1	0	0	0	0
ENSGALG00000055107	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000048217	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000054345	465	423	167	524	491	321	340	284	172	110	171
ENSGALG00000015107	377	341	500	584	725	566	594	567	361	547	659
ENSGALG00000015108	291	224	417	380	243	163	235	346	77	290	269
ENSGALG00000015109	1539	1840	1108	2188	2058	2466	2488	1930	3092	2938	3514
ENSGALG00000055034	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000025512	0	4	5	0	0	0	1	3	0	1	1
ENSGALG00000015110	22	52	64	112	30	61	122	60	85	111	156
ENSGALG00000015111	106	75	18	83	85	78	89	38	24	84	114
ENSGALG00000015113	137	92	59	125	190	56	147	207	46	77	100
ENSGALG00000015115	27	39	76	30	43	7	44	9	18	8	19
ENSGALG00000025424	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000015118	3137	2713	2156	3010	3213	2420	2203	2659	1719	2567	2840
ENSGALG00000027374	0	4	0	3	0	4	0	0	2	7	1
ENSGALG00000045505	4	10	15	9	3	3	1	0	3	9	12
ENSGALG00000015126	51	55	58	63	61	9	59	32	29	77	89
ENSGALG00000045111	28	26	39	39	6	5	13	24	10	25	43
ENSGALG00000026673	0	0	2	3	4	2	0	1	1	0	2
ENSGALG00000028446	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000015138	1396	1448	770	1847	2200	1617	1827	1819	1240	1784	1382
ENSGALG00000026001	1393	1312	2093	2118	1958	1465	1418	2199	1035	1345	1739
ENSGALG00000015141	0	3	0	1	0	0	1	2	0	6	6
ENSGALG00000046952	0	0	0	0	0	1	1	0	5	9	14
ENSGALG00000015144	2046	1465	2792	2795	2414	2193	2790	2410	1968	2807	2607
ENSGALG00000015145	443	247	133	284	368	205	173	195	69	68	91
ENSGALG00000015147	2	0	4	3	3	10	19	1	0	1	0
ENSGALG00000052059	17	20	0	0	1	2	0	0	0	1	0
ENSGALG00000015148	24	106	164	159	119	71	54	113	1921	2645	3180
ENSGALG00000054400	0	0	0	2	0	0	1	0	1	0	0
ENSGALG00000051462	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000044724	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000015150	30	26	0	17	35	3	2	12	10	35	36
ENSGALG00000015154	31	129	23	102	10	22	45	51	159	88	188
ENSGALG00000015155	1960	1657	2356	2532	2032	1471	2112	1912	977	1985	1794
ENSGALG00000015156	950	984	1301	1634	1362	1180	1102	1695	892	1097	1330
ENSGALG00000017447	568	391	1537	1277	721	425	843	1250	656	1550	1270
ENSGALG00000049295	0	3	2	9	3	0	5	7	0	7	25
ENSGALG00000033256	186	340	181	492	382	304	459	468	930	1782	1906
ENSGALG00000033558	157	91	43	68	55	49	37	48	59	29	44
ENSGALG00000052132	3	8	0	2	0	0	7	2	0	1	0
ENSGALG00000015166	493	377	738	638	370	516	566	260	261	255	470
ENSGALG00000015167	63	126	62	122	65	36	4	33	0	14	12
ENSGALG00000028335	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000054859	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000050438	0	0	1	0	0	0	0	0	0	0	0
ENSGALG00000050363	13	2	0	14	0	6	4	6	25	17	19
ENSGALG00000015170	2369	2324	850	1577	2825	1042	1957	1251	558	1233	967
ENSGALG00000015176	0	4	0	8	0	0	0	0	1	4	5
ENSGALG00000047424	10	11	5	3	0	0	0	1	0	0	2
ENSGALG00000015177	1113	1037	793	1548	1303	1144	1207	1201	766	1536	903
ENSGALG00000051845	5	44	31	18	24	18	26	21	7	33	18
ENSGALG00000015179	654	533	632	857	774	351	740	849	318	658	716
ENSGALG00000015180	1304	908	1113	1405	2063	1278	1918	2022	1755	1383	1815
ENSGALG00000050681	0	6	1	4	1	0	0	3	1	2	0
ENSGALG00000052234	5	8	1	0	3	2	1	2	1	4	1
ENSGALG00000047822	1	0	1	0	3	0	0	0	0	1	0
ENSGALG00000052137	0	0	0	1	18	1	1	2	10	14	0
ENSGALG00000015184	3021	2829	2251	3598	5226	3040	4668	3921	1673	2768	2962
ENSGALG00000048806	39	8	2	26	25	3	19	2	0	12	6
ENSGALG00000017954	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000050834	93	161	58	63	310	423	169	171	149	50	51
ENSGALG00000050241	10	20	1	7	10	1	0	0	1	1	0
ENSGALG00000052487	66	34	22	40	36	10	8	6	11	1	2
ENSGALG00000012575	4302	3609	2235	4424	3066	1833	2347	2015	426	700	741
ENSGALG00000012576	144	129	190	80	194	156	99	131	56	125	50
ENSGALG00000012577	181	166	92	191	174	54	231	307	84	108	101
ENSGALG00000012583	800	670	1091	1276	969	748	777	1184	600	663	988
ENSGALG00000012585	1708	1369	1699	1600	1724	1614	1527	1771	1492	1748	1790
ENSGALG00000012586	575	595	672	750	495	343	386	700	433	808	564
ENSGALG00000012588	571	698	449	687	1155	563	882	1036	533	644	646
ENSGALG00000012589	341	413	1179	806	750	347	643	879	540	1213	948
ENSGALG00000012591	9546	11614	6698	10129	14896	12594	8902	11773	11170	2912	6103
ENSGALG00000018352	6	7	13	8	2	0	2	0	4	4	8
ENSGALG00000012592	718	743	1021	1096	1009	686	961	1419	905	939	1251
ENSGALG00000012593	65	58	67	70	176	135	357	233	862	859	1418
ENSGALG00000012594	13	1	3	0	3	1	0	3	1	5	11
ENSGALG00000052282	9	0	0	0	1	0	3	1	12	2	35
ENSGALG00000029634	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000012595	143	116	22	173	115	8	60	73	62	44	50
