Gene_ID	NC_8ss_rep1	NC_8ss_rep2	NC_8ss_rep3	NC_8ss_rep4	NC_5ss_rep1	NC_5ss_rep2	NC_5ss_rep3	NC_5ss_rep4	Neg_rep1	Neg_rep2	Neg_rep3
ENSGALG00000012598	4152	3037	2434	3167	4696	3840	2550	3196	2551	1514	1789
ENSGALG00000012601	295	445	193	282	686	318	500	490	557	441	258
ENSGALG00000048204	98	91	65	134	83	33	98	113	40	163	171
ENSGALG00000012606	937	892	1011	1186	1267	1232	1093	1298	1525	1685	1632
ENSGALG00000012607	2285	2424	1600	2589	3038	2369	1892	2251	1595	1764	1524
ENSGALG00000049604	1	0	0	3	0	0	0	0	0	0	0
ENSGALG00000055028	4	8	0	3	10	2	2	0	0	0	3
ENSGALG00000017658	0	0	0	0	0	6	0	0	0	0	2
ENSGALG00000051795	24	36	10	54	45	25	44	19	23	33	12
ENSGALG00000047499	0	2	0	6	3	0	2	0	0	0	2
ENSGALG00000052185	0	0	0	0	2	0	0	0	0	0	0
ENSGALG00000012608	1060	852	420	1082	1003	673	800	608	521	464	692
ENSGALG00000049169	17	27	0	28	0	0	11	0	0	1	0
ENSGALG00000012610	11357	9779	19905	17691	12760	9436	15292	16975	7444	9151	13721
ENSGALG00000012612	40	34	67	34	27	86	112	28	20	35	25
ENSGALG00000012613	81	104	121	185	192	23	188	305	90	83	216
ENSGALG00000040796	1070	954	888	1100	1106	494	548	703	469	560	625
ENSGALG00000052891	258	216	259	266	373	201	254	320	85	263	251
ENSGALG00000018353	0	1	0	0	4	0	3	0	0	0	0
ENSGALG00000018354	1	4	0	0	4	3	4	0	2	2	1
ENSGALG00000018355	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000012618	1878	2066	1977	2418	2608	2083	1784	2806	1781	1338	1638
ENSGALG00000012620	559	623	218	535	509	319	554	308	428	665	552
ENSGALG00000045948	198	119	198	204	139	106	121	195	89	247	170
ENSGALG00000012621	1719	1529	970	1438	1743	1214	1511	1168	3338	2798	3502
ENSGALG00000028380	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000045920	0	6	0	5	0	2	7	3	11	5	11
ENSGALG00000052503	12	17	0	5	4	13	7	2	3	10	9
ENSGALG00000012629	91	60	65	91	75	49	146	103	56	68	102
ENSGALG00000012628	481	437	657	516	600	308	619	661	236	888	715
ENSGALG00000012627	493	402	169	298	173	158	94	121	154	161	125
ENSGALG00000012624	46	71	234	181	76	86	118	140	28	191	211
ENSGALG00000029073	0	0	4	1	2	1	6	5	2	4	5
ENSGALG00000021163	6	4	13	25	9	33	2	6	4	21	14
ENSGALG00000012623	4366	3102	5645	5213	2192	2559	1749	1708	3065	3743	6373
ENSGALG00000013634	8	10	48	17	0	29	13	18	63	51	62
ENSGALG00000054082	2	3	0	1	1	1	3	2	1	1	3
ENSGALG00000023179	0	0	0	0	3	0	0	0	0	0	0
ENSGALG00000054848	0	0	0	0	0	0	0	3	0	0	0
ENSGALG00000053907	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000047053	0	1	12	2	12	0	2	10	1	8	11
ENSGALG00000014916	3017	2884	3069	4539	3646	3319	3154	3775	3244	3684	4555
ENSGALG00000055080	4	9	6	21	2	12	5	24	16	1	24
ENSGALG00000026598	92	70	85	74	108	128	99	136	74	121	137
ENSGALG00000049056	1	2	0	0	0	0	0	1	0	0	1
ENSGALG00000054318	10	13	2	14	25	19	4	0	0	0	10
ENSGALG00000049835	89	64	33	81	73	92	127	96	83	76	119
ENSGALG00000010688	35	46	19	57	30	16	11	20	31	12	14
ENSGALG00000038817	84	89	285	293	93	78	232	290	88	465	333
ENSGALG00000010694	2707	2784	1827	2391	3578	2314	2685	2467	1573	1785	1999
ENSGALG00000010697	1939	2061	1216	1983	1934	1643	1912	1314	1931	1568	1739
ENSGALG00000028005	189	175	566	279	177	78	195	357	54	446	219
ENSGALG00000050239	17	14	32	17	26	57	17	30	18	38	41
ENSGALG00000005323	4	29	17	36	78	44	88	48	193	318	206
ENSGALG00000015216	4	4	33	7	36	33	21	16	72	15	68
ENSGALG00000015213	0	3	0	0	1	0	0	0	2	0	0
ENSGALG00000021843	1085	1215	774	969	1693	1324	478	699	1021	823	752
ENSGALG00000015209	871	496	897	1168	950	789	866	1181	710	1009	1207
ENSGALG00000048460	4	7	2	4	12	13	9	1	3	3	2
ENSGALG00000015208	675	778	384	669	1043	275	816	445	252	409	271
ENSGALG00000013493	4101	3638	1969	3622	5406	4294	2978	3841	3439	2184	2638
ENSGALG00000050497	128	122	156	163	52	88	212	158	37	163	191
ENSGALG00000027258	1316	1206	1471	1670	1697	961	1389	1574	758	1636	1507
ENSGALG00000006803	6	6	0	1	1	0	0	0	0	1	2
ENSGALG00000037299	831	793	1382	1228	775	551	806	940	525	972	908
ENSGALG00000025544	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000048320	6316	6230	11527	11290	7169	5195	6479	9123	5567	11666	8690
ENSGALG00000046881	2	0	0	6	3	0	0	0	0	0	1
ENSGALG00000026899	56	16	8	56	0	15	24	16	3	22	35
ENSGALG00000027692	0	0	3	0	2	0	0	0	6	3	1
ENSGALG00000000151	170	235	171	260	91	147	182	275	204	337	376
ENSGALG00000053298	23	2	0	24	1	8	2	0	0	2	2
ENSGALG00000000161	226	222	596	491	254	183	474	729	155	302	359
ENSGALG00000000184	28	14	33	43	29	0	51	33	9	39	106
ENSGALG00000000189	2009	1448	713	1546	2098	823	1112	1329	591	625	928
ENSGALG00000017902	1	6	0	10	5	0	6	8	4	1	1
ENSGALG00000000208	757	938	272	722	1015	1070	877	761	1371	890	1056
ENSGALG00000000215	3255	2783	1685	3600	3715	1962	3180	3301	1299	1869	1832
ENSGALG00000023157	1324	1426	1690	1588	2274	1350	1974	2165	2169	2821	3238
ENSGALG00000000218	8341	6675	11695	11057	7743	5552	6219	9911	4369	9061	10238
ENSGALG00000000220	5574	5851	2662	5867	9128	4477	7090	5966	3000	3002	3538
ENSGALG00000000234	57	101	12	103	94	22	110	63	17	35	23
ENSGALG00000046953	151	117	222	157	107	74	112	126	67	192	151
ENSGALG00000025694	8	8	14	9	5	0	5	10	4	14	8
ENSGALG00000052433	0	7	0	0	0	0	0	0	0	8	0
ENSGALG00000049323	0	0	0	0	0	0	0	0	0	0	1
ENSGALG00000027891	3456	4117	3138	5143	3072	2516	2183	2983	4217	2677	4027
ENSGALG00000052812	0	0	0	0	1	0	0	0	0	1	0
ENSGALG00000000241	1103	1350	426	1142	2425	1373	796	1122	3178	1813	1735
ENSGALG00000000244	40	28	42	25	51	32	57	82	33	94	90
ENSGALG00000048900	9	9	1	3	15	4	5	1	2	0	2
ENSGALG00000000247	3068	2180	3210	3296	2359	2127	2501	3257	1105	2447	2803
ENSGALG00000047353	0	0	0	0	0	0	5	0	0	0	0
ENSGALG00000000253	185	152	436	389	101	158	191	325	94	319	330
ENSGALG00000050422	0	0	0	16	0	4	0	1	0	0	0
ENSGALG00000050322	1	0	1	6	3	6	3	5	0	4	3
ENSGALG00000000255	1198	906	503	929	935	409	528	668	425	575	944
ENSGALG00000051409	0	0	0	0	0	0	1	0	0	0	3
ENSGALG00000054924	0	9	0	0	0	0	1	0	0	0	1
ENSGALG00000000264	142	143	95	257	206	78	136	292	198	131	129
ENSGALG00000000273	1621	1765	785	1579	1477	1133	1193	1194	881	1023	1045
ENSGALG00000000276	80	46	33	122	49	14	98	70	34	34	82
ENSGALG00000026635	9	6	4	15	11	0	8	1	0	9	4
ENSGALG00000000280	356	309	495	502	223	159	545	404	117	329	356
ENSGALG00000053733	5	7	0	30	2	0	2	0	3	3	2
ENSGALG00000048733	0	1	0	0	1	0	0	0	0	0	0
ENSGALG00000028494	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000047240	1	2	2	0	4	0	1	0	0	0	0
ENSGALG00000048108	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000052882	104	189	43	47	328	441	180	156	176	50	54
ENSGALG00000050767	0	1	0	0	5	0	0	0	0	0	0
ENSGALG00000015268	143	125	140	133	258	139	116	182	138	145	189
ENSGALG00000051021	0	6	0	1	0	0	0	1	0	2	2
ENSGALG00000028324	5	2	0	1	0	4	3	0	6	4	0
ENSGALG00000027512	1600	1033	938	1649	1371	1345	1589	1552	654	1177	1180
ENSGALG00000015264	4309	4217	1575	3677	4399	2828	3440	3088	1916	1191	1507
ENSGALG00000015257	257	175	211	243	169	144	280	76	114	135	178
ENSGALG00000015256	2686	2298	1517	1983	2583	2599	1738	1307	2016	1156	1221
ENSGALG00000052197	0	0	0	0	0	0	0	2	0	0	0
ENSGALG00000051097	3	7	1	1	3	3	3	1	3	2	1
ENSGALG00000026768	5	4	17	10	1	0	15	2	0	3	0
ENSGALG00000049495	2	1	18	0	0	0	4	0	0	0	0
ENSGALG00000026192	366	406	116	150	398	292	315	254	317	97	86
ENSGALG00000026203	2228	1575	3039	2519	2287	1822	1888	2263	1131	3500	2056
ENSGALG00000014642	6574	5833	4841	6971	6739	4454	5897	5068	2865	5390	4830
ENSGALG00000015284	82	34	16	132	40	8	111	91	47	141	122
ENSGALG00000049043	0	0	0	1	0	0	0	1	0	0	0
ENSGALG00000053361	2	0	0	1	0	0	0	0	3	0	0
ENSGALG00000015288	4590	4020	5788	6381	5274	4411	4092	6201	3039	1990	3340
ENSGALG00000015290	89	69	2	84	74	78	120	86	251	91	227
ENSGALG00000015301	933	768	488	522	799	571	432	428	339	350	571
ENSGALG00000053191	0	2	0	0	0	0	0	0	0	0	0
ENSGALG00000026811	62	63	52	65	57	71	69	52	24	69	27
ENSGALG00000015311	307	279	414	466	344	274	683	407	278	1057	608
ENSGALG00000015315	2	28	19	65	23	15	69	57	36	73	79
ENSGALG00000015320	1569	1235	1674	3175	1984	1368	3308	4053	1431	1917	2442
ENSGALG00000015326	1110	924	3032	2498	1388	907	1882	2618	917	3135	2633
ENSGALG00000015331	2909	3087	2621	3258	1832	3361	2006	2579	1955	1629	1466
ENSGALG00000052606	4	0	0	1	0	1	1	0	1	0	0
ENSGALG00000015332	0	2	6	8	4	9	9	29	15	162	176
ENSGALG00000049099	0	7	0	0	0	0	4	8	6	28	57
ENSGALG00000051106	1	1	0	0	0	0	0	0	0	0	0
ENSGALG00000015333	431	325	166	314	265	119	245	190	81	211	180
ENSGALG00000020538	458	246	257	268	242	284	167	314	102	268	205
ENSGALG00000015336	0	2	0	22	1	26	11	19	0	20	48
ENSGALG00000047790	0	0	0	0	1	0	1	0	0	0	4
ENSGALG00000026395	57	39	121	100	79	15	112	48	20	162	108
ENSGALG00000053995	0	0	0	0	0	0	1	0	0	0	0
ENSGALG00000051864	1	0	0	0	0	0	0	0	0	0	0
ENSGALG00000044797	21	21	4	26	41	6	47	31	197	339	428
ENSGALG00000015349	665	694	785	1269	696	701	846	633	4114	4002	6965
ENSGALG00000053878	16	14	0	14	0	6	3	16	0	3	5
ENSGALG00000015352	146	245	116	267	365	120	297	273	220	184	150
ENSGALG00000054498	35	24	3	34	68	33	41	24	16	31	22
ENSGALG00000050226	15	11	3	6	30	8	26	12	3	8	13
ENSGALG00000015366	11	0	0	0	24	12	0	3	3	1	7
ENSGALG00000015368	164	161	356	398	84	108	255	350	149	491	341
ENSGALG00000015372	4955	4198	4195	4028	5122	3316	3199	3345	4412	5988	4121
ENSGALG00000015373	11	10	0	36	0	0	21	5	9	7	8
ENSGALG00000015374	0	1	0	7	0	22	6	1	19	19	33
ENSGALG00000015376	227	210	230	387	457	310	428	427	321	740	687
ENSGALG00000027423	28	11	3	51	3	0	16	0	0	18	16
ENSGALG00000015382	0	20	9	1	0	0	3	8	20	15	15
ENSGALG00000015384	0	13	0	0	0	1	8	7	6	2	0
ENSGALG00000015385	44	57	58	40	21	42	45	49	7	79	96
ENSGALG00000050077	1	4	0	2	0	1	0	0	1	0	0
ENSGALG00000015386	363	364	373	443	344	167	591	526	140	512	676
ENSGALG00000015390	1534	1208	472	884	1355	460	901	689	428	789	562
ENSGALG00000015391	811	619	1159	1135	613	426	1003	959	405	2119	1399
ENSGALG00000015397	1749	1722	1647	1797	1973	1797	1519	2259	1895	1467	1819
ENSGALG00000015399	250	128	163	234	248	224	251	622	140	257	311
ENSGALG00000015422	14	24	62	17	9	13	3	54	50	99	56
ENSGALG00000048557	0	0	0	0	1	0	0	0	0	6	0
ENSGALG00000015425	235	239	315	367	473	443	521	271	695	714	770
ENSGALG00000015428	18	43	10	13	53	2	24	30	13	14	20
ENSGALG00000048151	25	7	0	9	28	1	14	14	11	12	4
ENSGALG00000027334	1317	1308	2749	2780	2200	1276	2068	2747	1287	1826	2359
ENSGALG00000015433	20	88	62	13	65	0	99	49	25	30	60
ENSGALG00000015439	576	511	394	596	460	278	600	489	384	728	615
ENSGALG00000052688	2	5	1	0	3	3	0	0	0	1	0
ENSGALG00000015442	344	287	154	209	235	176	207	227	38	135	209
ENSGALG00000015443	288	147	261	340	178	160	296	325	134	359	400
ENSGALG00000054131	9	36	7	70	81	3	66	48	59	27	11
ENSGALG00000027472	201	163	122	153	176	371	361	355	263	240	325
ENSGALG00000025693	0	2	0	0	0	0	0	0	0	0	0
ENSGALG00000049102	9	12	0	17	8	52	6	0	0	3	18
ENSGALG00000046780	62	80	31	48	89	51	82	43	11	7	14
ENSGALG00000028476	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000048262	0	2	0	0	0	0	0	1	1	0	0
ENSGALG00000054126	4	1	2	4	1	1	0	0	2	2	0
ENSGALG00000015451	12244	13683	4277	7091	11718	3602	9757	6098	2055	3314	4066
ENSGALG00000025769	0	0	0	0	4	0	1	0	0	0	0
ENSGALG00000049631	5	10	0	0	0	0	0	0	0	0	13
ENSGALG00000015540	5393	5108	4113	4986	4797	3195	4933	4603	2551	5354	6935
ENSGALG00000026928	4	4	12	13	0	3	12	19	7	52	105
ENSGALG00000047335	0	0	0	0	0	0	0	0	1	0	2
ENSGALG00000051261	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000052398	0	0	0	0	0	0	0	0	0	1	0
ENSGALG00000046876	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000047848	0	0	0	0	0	0	0	1	0	0	0
ENSGALG00000051636	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000046844	27	3	0	0	19	6	0	8	5	0	0
ENSGALG00000014691	3451	3274	3895	4732	4822	3183	3834	5293	2019	3826	4048
ENSGALG00000014692	1462	1584	1756	2096	1456	1336	2024	1805	1315	2177	2553
ENSGALG00000028673	201	155	167	324	169	203	380	391	104	489	476
ENSGALG00000049045	8	1	0	1	1	21	3	1	0	3	0
ENSGALG00000028135	328	260	454	387	383	219	290	348	267	454	280
ENSGALG00000014699	77	18	42	57	57	12	9	46	29	55	36
ENSGALG00000014703	1001	1252	2072	1927	1359	1783	1680	1815	1154	1706	2044
ENSGALG00000029034	9	1	0	0	0	7	2	0	0	0	0
ENSGALG00000049920	0	0	0	0	0	1	1	0	0	0	4
ENSGALG00000044243	3	4	0	0	1	1	9	0	1	0	2
ENSGALG00000014690	1021	779	649	1246	816	373	852	767	236	781	682
ENSGALG00000014686	2046	2185	1047	2304	1722	848	1097	887	949	1476	1750
ENSGALG00000051121	22	15	46	29	30	2	21	52	20	53	43
ENSGALG00000014684	76	85	56	128	135	43	172	179	79	230	171
ENSGALG00000014682	1397	1431	1051	1077	1734	1305	1200	1286	815	989	895
ENSGALG00000054946	623	597	310	303	629	566	268	221	3	20	12
ENSGALG00000049314	0	3	3	0	3	0	5	1	0	3	0
ENSGALG00000014681	275	171	198	141	155	120	110	129	6	12	7
ENSGALG00000051270	0	0	5	0	0	0	3	0	0	0	0
ENSGALG00000014678	327	386	141	260	650	446	381	277	68	149	126
ENSGALG00000027483	277	180	279	348	141	71	101	205	65	247	170
ENSGALG00000014675	117	89	130	79	48	22	10	45	31	10	10
ENSGALG00000014673	158	108	221	252	271	83	68	166	122	191	258
ENSGALG00000014672	300	306	378	438	352	158	309	561	138	272	244
ENSGALG00000014670	2954	3497	1147	1838	3157	2106	1490	1641	2080	892	1028
ENSGALG00000044037	0	1	0	0	0	0	0	9	0	0	0
ENSGALG00000014668	0	19	9	31	2	0	5	10	0	7	21
ENSGALG00000027932	1000	966	500	1021	846	629	836	706	278	569	521
ENSGALG00000014664	242	352	179	307	285	193	235	158	73	100	100
ENSGALG00000014661	1175	1129	977	1202	1073	498	1021	892	535	1418	1113
ENSGALG00000050984	5	17	7	1	4	10	1	14	5	16	0
ENSGALG00000027907	1	1	0	1	0	0	0	0	0	8	3
ENSGALG00000050798	45	103	29	60	29	8	19	1	19	30	27
ENSGALG00000054993	47	31	9	19	3	1	10	5	6	10	4
ENSGALG00000047302	16	9	0	22	2	2	0	0	0	0	0
ENSGALG00000027779	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000047753	4	0	0	0	0	0	0	0	0	0	0
ENSGALG00000046281	25	2	14	10	1	0	1	1	0	8	25
ENSGALG00000049850	0	1	0	0	0	0	0	0	2	1	3
ENSGALG00000054935	0	4	0	0	0	0	0	0	0	0	0
ENSGALG00000051413	2	1	0	2	0	9	0	0	0	0	0
ENSGALG00000053214	0	1	0	0	0	0	0	0	0	0	0
ENSGALG00000048289	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000025915	3199	3955	1236	1392	3817	1206	2307	1976	743	576	490
ENSGALG00000051196	6	1	0	6	0	1	1	1	0	0	0
ENSGALG00000032066	109	73	114	50	60	42	83	43	35	41	22
ENSGALG00000051502	76	88	107	113	23	62	87	22	13	16	8
ENSGALG00000054474	112	104	27	51	38	9	55	3	18	10	1
ENSGALG00000043556	1796	1897	654	1594	762	432	509	266	135	152	99
ENSGALG00000014651	693	611	733	1144	555	261	678	718	244	710	639
ENSGALG00000014650	0	2	4	7	8	2	4	1	1	2	2
ENSGALG00000014649	201	202	210	306	144	252	170	240	105	360	318
ENSGALG00000014648	2414	1931	2754	2872	2741	1831	1766	2361	2019	3155	3263
ENSGALG00000046534	43	28	61	52	41	21	11	34	94	55	83
ENSGALG00000014645	1788	1328	546	1245	285	518	88	121	305	293	287
ENSGALG00000046015	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000044563	0	1	10	0	7	11	2	0	0	0	0
ENSGALG00000044272	2	3	3	6	3	0	3	4	3	2	2
ENSGALG00000050522	0	0	0	2	0	2	0	0	2	2	0
ENSGALG00000018346	0	0	0	3	0	0	0	0	0	0	0
ENSGALG00000045550	1	2	1	0	0	1	3	0	4	5	5
ENSGALG00000010896	284	203	134	229	201	85	200	122	52	155	107
ENSGALG00000047966	5	12	6	3	7	9	4	5	2	1	8
ENSGALG00000053030	3	6	1	3	13	21	18	3	0	6	2
ENSGALG00000054045	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000047131	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000047354	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000050599	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000049139	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000048254	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000052878	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000047750	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000050147	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000047948	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000053113	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000048933	0	0	0	0	0	0	0	0	1	0	0
ENSGALG00000051511	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000053811	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000053760	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000052228	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000052310	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000053737	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000050816	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000052802	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000051572	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000048113	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000048427	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000047382	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000052289	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000053992	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000054879	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000047935	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000015641	1831	2021	3146	3125	2513	1743	1995	2665	1270	1898	2212
ENSGALG00000017706	1358	1243	1447	1683	1306	777	1259	1388	1029	2183	2318
ENSGALG00000027963	17103	15305	18286	17084	19417	12555	11784	15973	14187	24100	16574
ENSGALG00000027728	16	9	49	26	20	4	33	41	9	22	23
ENSGALG00000025595	3	0	0	6	0	0	1	0	0	0	0
ENSGALG00000053939	0	1	0	0	0	0	0	0	0	0	0
ENSGALG00000053441	3	0	0	0	0	0	0	0	0	0	0
ENSGALG00000048172	0	0	0	0	0	0	1	0	0	0	0
ENSGALG00000052011	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000015630	42	18	11	21	56	27	71	45	17	47	37
ENSGALG00000015627	2418	3678	1998	4471	6640	4567	10345	6016	5789	5007	8514
ENSGALG00000045444	4	10	0	15	24	5	10	1	6	21	11
ENSGALG00000048649	25	15	4	3	8	17	10	10	20	19	17
ENSGALG00000015624	16209	16672	7914	12997	18974	7932	17104	10946	10726	13662	13663
ENSGALG00000015620	898	801	904	1381	1155	1000	1012	1037	1033	999	1581
ENSGALG00000025396	0	2	0	0	6	2	0	0	0	1	3
ENSGALG00000027332	5231	4414	8593	8418	7102	4563	6522	6488	5777	7940	8719
ENSGALG00000053579	30	19	0	0	0	0	0	0	0	4	0
ENSGALG00000054030	20	26	0	9	0	0	9	0	0	9	13
ENSGALG00000050450	0	0	0	2	12	0	0	0	0	0	1
ENSGALG00000015618	152	120	257	150	162	194	145	327	117	149	235
ENSGALG00000015617	31513	31052	50868	45289	35166	23460	28582	37149	26099	52578	41190
ENSGALG00000027714	201	289	501	483	311	245	328	430	263	493	424
ENSGALG00000045458	0	23	43	0	41	1	1	3	1	9	13
ENSGALG00000023089	3536	3765	1323	2542	7038	3840	3765	3400	3703	2055	2881
ENSGALG00000015616	35	42	44	65	81	52	82	85	20	37	52
ENSGALG00000015603	332	297	684	504	355	256	331	640	241	619	638
ENSGALG00000015602	1	12	66	33	58	14	55	58	79	54	51
ENSGALG00000015598	6	3	0	30	5	8	21	10	12	13	10
ENSGALG00000050109	0	0	1	0	1	2	6	0	0	0	2
ENSGALG00000015589	777	721	793	999	687	477	676	714	217	669	694
ENSGALG00000026757	4482	4275	6256	7592	5169	4156	4732	6981	3487	3430	5684
ENSGALG00000044727	0	17	43	2	0	46	0	0	0	35	15
ENSGALG00000015577	66	77	19	61	65	64	79	67	53	66	40
ENSGALG00000050110	318	286	523	588	277	282	401	491	318	950	721
ENSGALG00000047915	144	124	65	101	111	52	101	67	42	81	85
ENSGALG00000045074	13	20	6	13	24	15	7	30	6	14	7
ENSGALG00000015576	1438	1766	759	1421	1863	719	1176	1074	572	550	852
ENSGALG00000054698	4	6	11	0	13	3	18	13	7	4	22
ENSGALG00000015572	24	42	46	10	54	36	88	45	39	32	75
ENSGALG00000020534	2287	2340	2594	2079	3010	2878	1649	2193	1757	2083	2306
ENSGALG00000015571	402	330	557	669	549	192	469	615	164	637	524
ENSGALG00000049670	0	0	0	0	8	0	0	0	0	0	0
ENSGALG00000050524	0	5	0	0	0	0	0	0	0	0	0
ENSGALG00000053487	0	2	0	0	0	0	0	0	0	0	0
ENSGALG00000047474	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000049184	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000045282	11	0	12	15	38	0	4	22	23	28	37
ENSGALG00000053323	0	2	3	0	1	0	0	0	6	0	1
ENSGALG00000053767	33	15	13	0	24	0	50	20	4	8	4
ENSGALG00000046812	0	0	0	0	0	0	0	0	0	0	1
ENSGALG00000054375	0	5	0	0	0	0	1	3	3	0	1
ENSGALG00000049462	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000047820	0	0	0	0	0	0	0	0	0	1	0
ENSGALG00000054800	0	0	0	3	0	0	0	0	2	4	0
ENSGALG00000015551	4	1	15	32	35	3	83	45	52	122	139
ENSGALG00000015548	4245	4790	3149	4444	5930	5877	4366	5657	4061	4977	4521
ENSGALG00000050492	0	0	0	0	0	0	0	2	0	0	25
ENSGALG00000015544	26	39	17	121	60	37	62	73	7	41	80
ENSGALG00000015543	265	233	786	420	362	245	304	480	279	1360	654
ENSGALG00000015542	265	202	420	512	517	176	605	547	221	421	567
ENSGALG00000044491	16	0	10	1	0	1	0	0	6	2	1
ENSGALG00000046908	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000052745	2	2	7	11	7	4	21	16	7	18	14
ENSGALG00000050697	21	4	22	8	2	0	7	0	0	16	1
ENSGALG00000051281	3	1	0	0	4	0	0	2	2	1	3
ENSGALG00000015656	2324	2779	1290	1381	3799	4212	1634	1470	4018	1441	1377
ENSGALG00000027345	77	132	98	126	45	115	105	11	57	138	113
ENSGALG00000015660	184	189	114	236	202	149	206	156	59	202	152
ENSGALG00000020528	1630	1128	1909	1530	1690	940	1129	1312	1011	2543	1703
ENSGALG00000023083	32	22	71	75	22	32	68	38	7	67	39
ENSGALG00000015663	3443	3147	6290	6636	4598	2826	4496	6872	2751	5044	6498
ENSGALG00000015669	538	423	294	384	423	291	559	375	678	519	587
ENSGALG00000015677	107	99	119	181	163	58	91	336	256	857	922
ENSGALG00000015682	162	129	156	210	171	41	83	140	102	85	80
ENSGALG00000048227	0	2	1	30	0	5	0	12	0	3	2
ENSGALG00000035136	0	4	0	8	10	0	7	12	0	5	0
ENSGALG00000015683	363	423	688	709	768	325	644	1585	1941	2326	2690
ENSGALG00000015684	178	153	216	205	208	63	204	241	98	333	190
ENSGALG00000015689	3405	3897	1398	2261	4782	3562	3117	2061	2517	1243	1529
ENSGALG00000025219	5	8	9	6	2	1	8	1	1	8	4
ENSGALG00000055052	2	1	0	0	2	0	5	0	0	0	0
ENSGALG00000015691	12972	11587	10684	18070	17531	10839	12278	15849	9083	16233	17922
ENSGALG00000015702	2327	2921	1989	2310	2877	2908	1897	2409	2627	1243	1635
ENSGALG00000052213	1400	2521	190	1034	3074	2383	1168	1121	1559	139	182
ENSGALG00000015704	2604	2003	9949	9040	3235	1834	6059	8150	2104	8795	8294
ENSGALG00000015721	50	68	24	47	34	26	190	68	252	231	294
ENSGALG00000015728	0	30	0	8	0	40	7	10	31	35	38
ENSGALG00000015729	126	311	162	208	303	163	327	253	1181	1128	763
ENSGALG00000050794	0	1	0	0	0	0	0	0	0	2	0
ENSGALG00000015753	2	7	8	5	2	0	0	2	0	1	1
ENSGALG00000015754	0	2	0	11	0	1	1	17	0	27	4
ENSGALG00000020523	868	924	752	973	1219	579	1221	1205	720	1561	1001
ENSGALG00000046880	1	2	0	0	0	0	0	0	0	0	0
ENSGALG00000048391	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000048898	0	1	0	0	0	1	1	0	0	0	0
ENSGALG00000053322	0	0	0	0	0	0	0	0	0	1	0
ENSGALG00000053643	1	8	1	1	0	0	0	0	0	10	6
ENSGALG00000050279	0	0	0	1	3	1	0	0	0	0	0
ENSGALG00000053419	0	2	0	0	0	0	0	0	0	0	1
ENSGALG00000015799	28	72	11	55	62	71	90	43	29	1	0
ENSGALG00000028314	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000049734	0	0	0	0	1	0	0	0	0	0	2
ENSGALG00000049905	0	0	0	0	0	0	0	0	0	0	0
